,ds,yhat_manipulation_smooth,yhat_lower_manipulation_smooth,yhat_upper_manipulation_smooth
1251,2024-09-11,204228.57142857142,194600.0,209600.0
1252,2024-09-12,204742.85714285713,195160.0,210160.0
1253,2024-09-13,204871.42857142858,194920.0,209920.0
1254,2024-09-14,205028.57142857142,195180.0,210180.0
1255,2024-09-15,205171.42857142858,195280.0,210280.0
1256,2024-09-16,205085.7142857143,195060.0,210060.0
1257,2024-09-17,204814.2857142857,194760.0,209760.0
1258,2024-09-18,205100.0,194920.0,209920.0
1259,2024-09-19,205114.2857142857,195280.0,210280.0
1260,2024-09-20,204885.7142857143,194520.0,209520.0
1261,2024-09-21,204571.42857142858,194460.0,209460.0
1262,2024-09-22,203842.85714285713,193920.0,208920.0
1263,2024-09-23,204371.42857142858,194040.0,209040.0
1264,2024-09-24,203900.0,193060.0,208060.0
1265,2024-09-25,203671.42857142858,193220.0,208220.0
1266,2024-09-26,203728.57142857142,194100.0,209100.0
1267,2024-09-27,204142.85714285713,194940.0,209940.0
1268,2024-09-28,204614.2857142857,194800.0,209800.0
1269,2024-09-29,204971.42857142858,195420.0,210420.0
1270,2024-09-30,204557.14285714287,195280.0,210280.0
1271,2024-10-01,204685.7142857143,194400.0,209400.0
1272,2024-10-02,204742.85714285713,194060.0,209060.0
1273,2024-10-03,204371.42857142858,193760.0,208760.0
1274,2024-10-04,204571.42857142858,194380.0,209380.0
1275,2024-10-05,204828.57142857142,195180.0,210180.0
1276,2024-10-06,205285.7142857143,196260.0,211260.0
1277,2024-10-07,205442.85714285713,196260.0,211260.0
1278,2024-10-08,206214.2857142857,196980.0,211980.0
1279,2024-10-09,206814.2857142857,197200.0,212200.0
1280,2024-10-10,207400.0,197360.0,212360.0
1281,2024-10-11,207342.85714285713,197260.0,212260.0
1282,2024-10-12,207371.42857142858,197880.0,212880.0
1283,2024-10-13,207285.7142857143,197760.0,212760.0
1284,2024-10-14,207657.14285714287,197440.0,212440.0
1285,2024-10-15,207771.42857142858,197500.0,212500.0
1286,2024-10-16,207742.85714285713,197760.0,212760.0
1287,2024-10-17,208000.0,198240.0,213240.0
1288,2024-10-18,208357.14285714287,198760.0,213760.0
1289,2024-10-19,208757.14285714287,199420.0,214420.0
1290,2024-10-20,208914.2857142857,199360.0,214360.0
1291,2024-10-21,209657.14285714287,200120.0,215120.0
1292,2024-10-22,209642.85714285713,199800.0,214800.0
1293,2024-10-23,210071.42857142858,200160.0,215160.0
1294,2024-10-24,210257.14285714287,200340.0,215340.0
1295,2024-10-25,210714.2857142857,201280.0,216280.0
1296,2024-10-26,211114.2857142857,201460.0,216460.0
1297,2024-10-27,211585.7142857143,202080.0,217080.0
1298,2024-10-28,211471.42857142858,202080.0,217080.0
1299,2024-10-29,212142.85714285713,202440.0,217440.0
1300,2024-10-30,211900.0,201820.0,216820.0
1301,2024-10-31,212514.2857142857,202300.0,217300.0
1302,2024-11-01,212585.7142857143,202680.0,217680.0
1303,2024-11-02,213142.85714285713,203800.0,218800.0
1304,2024-11-03,213914.2857142857,204560.0,219560.0
1305,2024-11-04,214871.42857142858,206240.0,221240.0
1306,2024-11-05,215214.2857142857,206220.0,221220.0
1307,2024-11-06,216400.0,207160.0,222160.0
1308,2024-11-07,216528.57142857142,207040.0,222040.0
1309,2024-11-08,217414.2857142857,207580.0,222580.0
1310,2024-11-09,217457.14285714287,207420.0,222420.0
1311,2024-11-10,217871.42857142858,208280.0,223280.0
1312,2024-11-11,218085.7142857143,208600.0,223600.0
1313,2024-11-12,218942.85714285713,209600.0,224600.0
1314,2024-11-13,219057.14285714287,209460.0,224460.0
1315,2024-11-14,220014.2857142857,210620.0,225620.0
1316,2024-11-15,220228.57142857142,210880.0,225880.0
1317,2024-11-16,220985.7142857143,211480.0,226480.0
1318,2024-11-17,220700.0,210740.0,225740.0
1319,2024-11-18,220842.85714285713,211100.0,226100.0
1320,2024-11-19,220557.14285714287,210360.0,225360.0
1321,2024-11-20,220642.85714285713,210040.0,225040.0
1322,2024-11-21,220442.85714285713,209860.0,224860.0
1323,2024-11-22,221100.0,211440.0,226440.0
1324,2024-11-23,221128.57142857142,211880.0,226880.0
1325,2024-11-24,221685.7142857143,212320.0,227320.0
1326,2024-11-25,222200.0,213280.0,228280.0
1327,2024-11-26,222871.42857142858,213760.0,228760.0
1328,2024-11-27,223528.57142857142,213440.0,228440.0
1329,2024-11-28,223614.2857142857,213340.0,228340.0
1330,2024-11-29,223285.7142857143,213680.0,228680.0
1331,2024-11-30,223357.14285714287,213500.0,228500.0
1332,2024-12-01,224185.7142857143,214160.0,229160.0
1333,2024-12-02,223914.2857142857,213820.0,228820.0
1334,2024-12-03,223400.0,213460.0,228460.0
1335,2024-12-04,223328.57142857142,213500.0,228500.0
1336,2024-12-05,223571.42857142858,213640.0,228640.0
1337,2024-12-06,224185.7142857143,213680.0,228680.0
1338,2024-12-07,224142.85714285713,213820.0,228820.0
1339,2024-12-08,223571.42857142858,214400.0,229400.0
1340,2024-12-09,224400.0,215320.0,230320.0
1341,2024-12-10,225157.14285714287,215680.0,230680.0
1342,2024-12-11,225414.2857142857,215220.0,230220.0
