post_link,posted_title,posted_date,brand,model,grade,trim_edition,year_of_manufacture,condition,transmission,body_type,fuel_type,engine_capacity,mileage,vehicle_price
https://ikman.lk/en/ad/micro-trend-2011-for-sale-vavuniya,Micro Trend 2011,"Posted on 18 Sep 10:29 am, Vavuniya City, Vavuniya795views",Micro,Trend,0,2011,2011,Used,Manual,Hatchback,Petrol,"1,000 cc","75,000 km","Rs 2,100,000"
https://ikman.lk/en/ad/micro-panda-2012-for-sale-galle-84,Micro Panda 2012,"Posted on 03 Sep 10:43 am, Hikkaduwa, Galle2713views",Micro,Panda,0,0,2012,Used,Manual,Hatchback,Petrol,"1,000 cc","90,000 km","Rs 2,125,000"
https://ikman.lk/en/ad/micro-panda-2017-for-sale-gampaha-21,Micro Panda 2017,"Posted on 29 Aug 4:00 pm, Wattala, Gampaha2506views",Micro,Panda,0,0,2017,Used,Manual,Hatchback,Petrol,998 cc,"69,900 km","Rs 2,850,000"
https://ikman.lk/en/ad/micro-panda-997-2014-for-sale-gampaha-1,Micro Panda 997 2014,"Posted on 28 Aug 3:58 pm, Ja-Ela, Gampaha929views",Micro,Panda,0,997,2014,Used,Manual,Hatchback,Petrol,997 cc,"57,180 km","Rs 2,495,000"
https://ikman.lk/en/ad/micro-panda-lc10-f-option-kw-2013-for-sale-colombo,Micro Panda LC1.0 F/ OPTION KW- 2013,"Posted on 28 Aug 9:25 am, Homagama, Colombo9440views",Micro,Panda,0,LC1.0 F/ OPTION KW-,2013,Used,Manual,Hatchback,Petrol,"1,000 cc","106,000 km","Rs 2,090,000"
https://ikman.lk/en/ad/micro-panda-gb-basic-2015-for-sale-puttalam,Micro Panda 2015,"Posted on 27 Aug 11:28 am, Marawila, Puttalam1585views",Micro,Panda,0,Micro,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","76,185 km","Rs 2,400,000"
https://ikman.lk/en/ad/micro-panda-cross-2015-for-sale-colombo-165,Micro Panda Cross 2015,"Posted on 26 Aug 4:22 pm, Kohuwala, Colombo1494views",Micro,Panda Cross,0,Micro,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","81,000 km","Rs 2,690,000"
https://ikman.lk/en/ad/micro-mx-7-2015-for-sale-gampaha-2,Micro MX 7 2015,"Posted on 24 Aug 10:29 pm, Kandana, Gampaha5100views",Micro,MX 7,0,Micro Mx 7 2015,2015,Used,Manual,Saloon,Petrol,"1,500 cc","124,000 km","Rs 3,400,000"
https://ikman.lk/en/ad/micro-panda-cross-2018-for-sale-colombo-24,"","",0,0,0,0,0,0,0,0,0,0,0,""
https://ikman.lk/en/ad/micro-geely-2016-for-sale-trincomalee,Micro Geely 2016,"Posted on 24 Aug 11:10 am, Trincomalee City, Trincomalee1719views",Micro,Geely,0,Geely,2016,Used,Manual,Hatchback,Petrol,"1,000 cc","34,000 km","Rs 2,825,000"
https://ikman.lk/en/ad/micro-panda-cross-2013-for-sale-kurunegala-8,Micro Panda Cross 2013,"Posted on 22 Aug 3:24 pm, Kuliyapitiya, Kurunegala2384views",Micro,Panda Cross,0,0,2013,Used,Manual,0,Petrol,"1,300 cc","90,000 km","Rs 2,560,000"
https://ikman.lk/en/ad/micro-panda-10-2013-for-sale-kalutara-1,Micro Panda 1.0 2013,"Posted on 17 Aug 12:20 pm, Horana, Kalutara2051views",Micro,Panda,0,1.0,2013,Used,Manual,Hatchback,Petrol,"1,000 cc","89,000 km","Rs 2,350,000"
https://ikman.lk/en/ad/micro-panda-998-2014-for-sale-gampaha-2,Micro Panda 998 2014,"Posted on 17 Aug 1:25 pm, Ja-Ela, Gampaha952views",Micro,Panda,0,998,2014,Used,Manual,Hatchback,Petrol,800 cc,"50,213 km","Rs 2,525,000"
https://ikman.lk/en/ad/micro-panda-2014-for-sale-gampaha-364,Micro Panda 2014,"Posted on 13 Aug 4:34 pm, Ja-Ela, Gampaha929views",Micro,Panda,0,Micro,2014,Used,Manual,Hatchback,Petrol,800 cc,"52,136 km","Rs 2,525,000"
https://ikman.lk/en/ad/micro-panda-lc10-f-option-cae-2015-for-sale-colombo,Micro Panda LC1.0 F/ OPTION CAE- 2015,"Posted on 10 Aug 1:03 pm, Homagama, Colombo1211views",Micro,Panda,0,LC1.0 F/ OPTION CAE-,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","80,000 km","Rs 2,575,000"
https://ikman.lk/en/ad/micro-panda-800-2014-for-sale-gampaha,Micro Panda 800 2014,"Posted on 11 Aug 8:28 am, Ja-Ela, Gampaha805views",Micro,Panda,0,800,2014,Used,Manual,Hatchback,Petrol,800 cc,"33,740 km","Rs 2,525,000"
https://ikman.lk/en/ad/micro-trend-2009-for-sale-colombo-287,Micro Trend 2009,"Posted on 10 Aug 1:11 pm, Colombo 7, Colombo1251views",Micro,Trend,0,Micro Trend,2009,Used,Manual,Hatchback,Petrol,"1,075 cc","60,000 km","Rs 1,700,000"
https://ikman.lk/en/ad/micro-trend-1st-owner-26000km-kv-2013-for-sale-colombo,Micro Trend 1st Owner 26000km KV 2013,"Posted on 21 Aug 9:15 am, Homagama, Colombo2766views",Micro,Trend,0,1st Owner 26000km KV,2013,Used,Manual,Hatchback,Petrol,"1,000 cc","26,000 km","Rs 1,530,000"
https://ikman.lk/en/ad/micro-panda-2012-for-sale-gampaha-670,Micro Panda 2012,"Posted on 04 Aug 11:00 am, Minuwangoda, Gampaha3917views",Micro,Panda,0,0,2012,Used,Manual,Hatchback,Petrol,"1,300 cc","39,000 km","Rs 2,275,000"
https://ikman.lk/en/ad/micro-panda-10-2015-for-sale-gampaha-13,Micro Panda 2015,"Posted on 02 Aug 11:55 am, Gampaha City, Gampaha2477views",Micro,Panda,0,2015,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","79,000 km","Rs 2,485,000"
https://ikman.lk/en/ad/micro-panda-2015-for-sale-matara-33,Micro Panda 2015,"Posted on 01 Aug 3:25 pm, Dikwella, Matara2445views",Micro,Panda,0,0,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","41,500 km","Rs 2,550,000"
https://ikman.lk/en/ad/micro-panda-998-2014-for-sale-gampaha,Micro Panda 998 2014,"Posted on 01 Aug 7:50 am, Ja-Ela, Gampaha1739views",Micro,Panda,0,998,2014,Used,Manual,Hatchback,Petrol,998 cc,"50,021 km","Rs 2,495,000"
https://ikman.lk/en/ad/micro-panda-cross-2016-for-sale-colombo-172,Micro Panda Cross 2016,"Posted on 28 Jul 11:00 am, Athurugiriya, Colombo2101views",Micro,Panda Cross,0,Micro,2016,Used,Manual,Hatchback,Petrol,"1,300 cc","49,000 km","Rs 3,500,000"
https://ikman.lk/en/ad/micro-actyon-suv-2008-for-sale-colombo-2,Micro Actyon SUV 2008,"Posted on 19 Aug 9:51 pm, Kottawa, Colombo12566views",Micro,Actyon,0,SUV,2008,Used,Manual,SUV / 4x4,Diesel,"2,000 cc","98,000 km","Rs 3,385,000"
https://ikman.lk/en/ad/micro-kyron-2009-for-sale-colombo-326,Micro Kyron 2009,"Posted on 22 Sep 5:00 am, Battaramulla, Colombo463views",Micro,Kyron,0,0,2009,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc","160,000 km","Rs 5,450,000"
https://ikman.lk/en/ad/micro-rexton-270-xdi-2008-for-sale-gampaha,Micro Rexton 2008,"Posted on 08 Sep 3:50 pm, Gampaha City, Gampaha896views",Micro,Rexton,0,2008,2008,Used,Tiptronic,SUV / 4x4,Diesel,"2,700 cc","124,000 km","Rs 7,800,000"
https://ikman.lk/en/ad/micro-rexton-2015-for-sale-colombo-84,Micro Rexton 2015,"Posted on 03 Sep 9:59 am, Malabe, Colombo452views",Micro,Rexton,0,0,2015,Used,Tiptronic,SUV / 4x4,Diesel,"1,998 cc","137,565 km","Rs 14,200,000"
https://ikman.lk/en/ad/micro-rexton-fully-loaded-2014-for-sale-colombo,Micro Rexton FULLY LOADED 2014,"Posted on 05 Sep 6:05 pm, Malabe, Colombo3219views",Micro,Rexton,0,FULLY LOADED,2014,Used,Tiptronic,SUV / 4x4,Diesel,"1,998 cc","130,000 km","Rs 13,500,000"
https://ikman.lk/en/ad/micro-rexton-2009-for-sale-kurunegala,Micro Rexton 2009,"Posted on 01 Sep 12:08 pm, Kurunegala City, Kurunegala2956views",Micro,Rexton,0,0,2009,Used,Tiptronic,SUV / 4x4,Diesel,"2,700 cc","275,000 km","Rs 7,750,000"
https://ikman.lk/en/ad/micro-rexton-270-xdi-2008-for-sale-colombo-12,Micro Rexton 270 XDI 2008,"Posted on 13 Aug 5:04 pm, Maharagama, Colombo2581views",Micro,Rexton,0,270 XDI,2008,Used,Tiptronic,SUV / 4x4,Diesel,"2,700 cc","193,000 km","Rs 6,750,000"
https://ikman.lk/en/ad/micro-rexton-2008-for-sale-kalutara-2,Micro Rexton 2008,"Posted on 12 Aug 4:11 pm, Panadura, Kalutara1485views",Micro,Rexton,0,Micro Rexton 2008,2008,Used,Tiptronic,MPV,Diesel,"1,695 cc","250,000 km","Rs 8,500,000"
https://ikman.lk/en/ad/mitsubishi-eclipse-cross-australian-specs-2019-for-sale-colombo,Mitsubishi Eclipse Cross Australian Specs 2019,"Posted on 24 Sep 8:59 am, Nugegoda, Colombo",Mitsubishi,Eclipse Cross,0,Australian Specs,2019,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","36,000 km","Rs 21,275,000"
https://ikman.lk/en/ad/mitsubishi-pajero-2000-for-sale-ratnapura-1,Mitsubishi Pajero 2000,"Posted on 23 Sep 4:07 pm, Balangoda, Ratnapura584views",Mitsubishi,Pajero,0,2000,2000,Used,Automatic,SUV / 4x4,Petrol,"1,800 cc","200,000 km","Rs 6,500,000"
https://ikman.lk/en/ad/mitsubishi-lancer-ex-2014-for-sale-colombo-8,Mitsubishi Lancer EX 2014,"Posted on 23 Sep 2:20 pm, Nugegoda, Colombo407views",Mitsubishi,Lancer,0,EX ,2014,Used,Automatic,Saloon,Petrol,"1,600 cc","112,000 km","Rs 13,550,000"
https://ikman.lk/en/ad/mitsubishi-mirage-2012-for-sale-colombo-27,Mitsubishi Mirage 2012,"Posted on 23 Sep 1:19 pm, Malabe, Colombo232views",Mitsubishi,Mirage,0,0,2012,Used,Automatic,Hatchback,Petrol,"1,200 cc","84,267 km","Rs 4,895,000"
https://ikman.lk/en/ad/mitsubishi-lancer-evolution-x-sst-2011-for-sale-colombo-5,Mitsubishi Lancer EVOLUTION X SST 2011,"Posted on 23 Sep 10:32 am, Kohuwala, Colombo334views",Mitsubishi,Lancer,0,EVOLUTION X SST,2011,Used,Automatic,Saloon,Petrol,"2,000 cc","80,000 km","Rs 16,590,000"
https://ikman.lk/en/ad/mitsubishi-lancer-evolution-x-sst-2014-for-sale-colombo-5,Mitsubishi Lancer EVOLUTION X SST 2014,"Posted on 23 Sep 10:29 am, Kohuwala, Colombo338views",Mitsubishi,Lancer,0,EVOLUTION X SST,2014,Used,Automatic,Saloon,Petrol,"2,000 cc","47,000 km","Rs 18,590,000"
https://ikman.lk/en/ad/mitsubishi-outlander-jeeps-2003-for-sale-puttalam,Mitsubishi Outlander JEEPS 2003,"Posted on 20 Sep 4:30 pm, Marawila, Puttalam1488views",Mitsubishi,Outlander,0,JEEPS,2003,Used,Automatic,SUV / 4x4,Petrol,"2,351 cc","132,000 km","Rs 6,000,000"
https://ikman.lk/en/ad/mitsubishi-lancer-ck1-2000-for-sale-colombo-15,Mitsubishi Lancer CK1 2000,"Posted on 20 Sep 10:42 am, Maharagama, Colombo844views",Mitsubishi,Lancer,0,CK1 ,2000,Used,Automatic,Saloon,Petrol,"1,300 cc","167,000 km","Rs 3,640,000"
https://ikman.lk/en/ad/mitsubishi-eclipse-cross-fully-loaded-2018-for-sale-colombo-17,Mitsubishi Eclipse Cross FULLY LOADED 2018,"Posted on 24 Sep 12:58 pm, Boralesgamuwa, Colombo412views",Mitsubishi,Eclipse Cross,0,FULLY LOADED,2018,Used,Automatic,SUV / 4x4,Petrol,"1,490 cc","92,000 km","Rs 19,590,000"
https://ikman.lk/en/ad/mitsubishi-outlander-2015-for-sale-colombo-547,Mitsubishi Outlander 2015,"Posted on 19 Sep 4:06 pm, Colombo 4, Colombo893views",Mitsubishi,Outlander,0,0,2015,Used,Automatic,SUV / 4x4,Petrol,"2,400 cc","125,000 km","Rs 18,800,000"
https://ikman.lk/en/ad/mitsubishi-outlander-2005-for-sale-colombo,Mitsubishi Outlander 2005,"Posted on 19 Sep 4:02 pm, Colombo 2, Colombo1695views",Mitsubishi,Outlander,0,0,2005,Used,Automatic,SUV / 4x4,Petrol,"2,400 cc","264,483 km","Rs 5,250,000"
https://ikman.lk/en/ad/mitsubishi-eclipse-cross-2018-for-sale-colombo-254,Mitsubishi Eclipse Cross 2018,"Posted on 19 Sep 11:39 am, Colombo 2, Colombo329views",Mitsubishi,Eclipse Cross,0,0,2018,Used,Automatic,Hatchback,Petrol,"1,500 cc","11,021 km","Rs 21,500,000"
https://ikman.lk/en/ad/mitsubishi-outlander-2013-for-sale-colombo-169,Mitsubishi Outlander 2013,"Posted on 18 Sep 6:40 pm, Kottawa, Colombo467views",Mitsubishi,Outlander,0,2013,2013,Used,Automatic,Station wagon,Petrol,"2,400 cc","149,567 km","Rs 15,500,000"
https://ikman.lk/en/ad/mitsubishi-towny-1986-for-sale-polonnaruwa,Mitsubishi Towny 1986,"Posted on 18 Sep 10:02 am, Kaduruwela, Polonnaruwa813views",Mitsubishi,Towny,0,1986,1986,Used,Automatic,Saloon,Petrol,800 cc,"144,000 km","Rs 650,000"
https://ikman.lk/en/ad/mitsubishi-xpander-cross-2018-for-sale-colombo-1,Mitsubishi Xpander Cross 2018,"Posted on 17 Sep 10:36 am, Dehiwala, Colombo461views",Mitsubishi,Xpander,0,Cross,2018,Used,Automatic,Station wagon,Petrol,"1,500 cc","52,000 km","Rs 17,400,000"
https://ikman.lk/en/ad/mitsubishi-eclipse-cross-2019-for-sale-colombo-55,Mitsubishi Eclipse Cross 2019,"Posted on 17 Sep 3:36 pm, Rajagiriya, Colombo1419views",Mitsubishi,Eclipse Cross,0,0,2019,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","20,400 km","Rs 22,950,000"
https://ikman.lk/en/ad/mitsubishi-ek-wagon-2015-for-sale-colombo-10,Mitsubishi eK Wagon 2015,"Posted on 14 Sep 2:07 pm, Malabe, Colombo720views",Mitsubishi,eK Wagon,0,0,2015,Used,Automatic,Hatchback,Petrol,650 cc,"61,000 km","Rs 5,490,000"
https://ikman.lk/en/ad/mitsubishi-xpander-7-seaters-2018-for-sale-colombo,Mitsubishi Xpander 7 Seaters 2018,"Posted on 24 Sep 12:51 pm, Rajagiriya, Colombo680views",Mitsubishi,Xpander,0,7 Seaters,2018,Used,Automatic,0,Petrol,"1,500 cc","113,000 km","Rs 16,950,000"
https://ikman.lk/en/ad/mitsubishi-mirage-dingo-2002-for-sale-colombo,Mitsubishi Mirage Dingo 2002,"Posted on 19 Sep 5:21 pm, Colombo 15, Colombo448views",Mitsubishi,Mirage,0,Dingo,2002,Used,Automatic,MPV,Petrol,"1,500 cc","194,000 km","Rs 4,800,000"
https://ikman.lk/en/ad/mitsubishi-montero-2003-for-sale-colombo-376,Mitsubishi Montero 2003,"Posted on 13 Sep 10:43 am, Malabe, Colombo1370views",Mitsubishi,Montero,0,0,2003,Used,Automatic,SUV / 4x4,Petrol,"3,500 cc","145,000 km","Rs 10,550,000"
https://ikman.lk/en/ad/mitsubishi-montero-38-v6-2003-for-sale-galle-1,Mitsubishi Montero 3.8 V6 2003,"Posted on 13 Sep 9:38 am, Elpitiya, Galle935views",Mitsubishi,Montero,0,3.8 V6,2003,Used,Automatic,SUV / 4x4,Petrol,"3,800 cc","155,000 km","Rs 13,200,000"
https://ikman.lk/en/ad/mitsubishi-eclipse-cross-fully-loaded-2019-for-sale-colombo,Mitsubishi Eclipse Cross Fully Loaded 2019,"Posted on 12 Sep 3:46 pm, Nugegoda, Colombo657views",Mitsubishi,Eclipse Cross,0,Fully Loaded,2019,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","84,600 km","Rs 19,590,000"
https://ikman.lk/en/ad/mitsubishi-ek-wagon-low-km-2018-for-sale-colombo,Mitsubishi eK Wagon Low KM 2018,"Posted on 09 Sep 11:30 am, Boralesgamuwa, Colombo681views",Mitsubishi,eK Wagon,0,Low KM,2018,Used,Automatic,Hatchback,Petrol,650 cc,"50,000 km","Rs 6,150,000"
https://ikman.lk/en/ad/mitsubishi-outlander-phev-plugin-hybrid-2013-for-sale-gampaha,Mitsubishi Outlander PHEV Plugin Hybrid 2013,"Posted on 08 Sep 6:57 pm, Kadawatha, Gampaha692views",Mitsubishi,Outlander,0,PHEV Plugin Hybrid,2013,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc","171,553 km","Rs 14,000,000"
https://ikman.lk/en/ad/mitsubishi-xpander-7-seater-2018-for-sale-colombo-2,Mitsubishi Xpander 7 seater 2018,"Posted on 23 Sep 3:30 pm, Dehiwala, Colombo350views",Mitsubishi,Xpander,0,7 seater,2018,Used,Automatic,0,Petrol,"1,500 cc","75,000 km","Rs 17,850,000"
https://ikman.lk/en/ad/mitsubishi-ek-wagon-2016-for-sale-colombo-21,Mitsubishi eK Wagon 2016,"Posted on 01 Sep 5:21 pm, Malabe, Colombo1053views",Mitsubishi,eK Wagon,0,0,2016,Used,Automatic,Hatchback,Petrol,650 cc,"85,890 km","Rs 5,635,000"
https://ikman.lk/en/ad/mitsubishi-outlander-petrol-new-face-2015-for-sale-colombo-4,Mitsubishi Outlander PETROL NEW FACE 2015,"Posted on 30 Aug 4:33 pm, Boralesgamuwa, Colombo2377views",Mitsubishi,Outlander,0,PETROL NEW FACE,2015,Used,Automatic,SUV / 4x4,Petrol,"2,400 cc","135,897 km","Rs 17,590,000"
https://ikman.lk/en/ad/mitsubishi-ek-wagon-japan-car-2017-for-sale-colombo,Mitsubishi eK Wagon Japan car 2017,"Posted on 08 Sep 9:44 am, Pannipitiya, Colombo1076views",Mitsubishi,eK Wagon,0,Japan car 2017,2017,Used,Automatic,Hatchback,Petrol,650 cc,"69,854 km","Rs 5,775,000"
https://ikman.lk/en/ad/mitsubishi-montero-sport-2004-for-sale-matara,Mitsubishi Montero Sport 2004,"Posted on 28 Aug 8:25 am, Matara City, Matara4986views",Mitsubishi,Montero,0,Sport,2004,Used,Automatic,SUV / 4x4,Petrol,"3,500 cc","200,000 km","Rs 8,500,000"
https://ikman.lk/en/ad/mitsubishi-montero-v95-wlrxvqr-jeep-2016-for-sale-kalutara,Mitsubishi Montero 2016,"Posted on 24 Aug 5:00 pm, Panadura, Kalutara2273views",Mitsubishi,Montero,0,2016,2016,Used,Automatic,Station wagon,Petrol,"3,000 cc","151,000 km","Rs 36,500,000"
https://ikman.lk/en/ad/mitsubishi-montero-2007-for-sale-gampaha-209,Mitsubishi Montero 2007,"Posted on 23 Aug 5:32 pm, Negombo, Gampaha3752views",Mitsubishi,Montero,0,0,2007,Used,Automatic,SUV / 4x4,Petrol,"3,000 cc","117,000 km","Rs 21,000,000"
https://ikman.lk/en/ad/mitsubishi-asx-2015-for-sale-colombo-4,Mitsubishi ASX 2015,"Posted on 23 Aug 11:33 am, Colombo 2, Colombo1463views",Mitsubishi,ASX,0,0,2015,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","129,761 km","Rs 11,950,000"
https://ikman.lk/en/ad/mitsubishi-asx-20l-sunroof-rockfor-2016-for-sale-colombo,Mitsubishi ASX 2.0L Sunroof Rockfor 2016,"Posted on 08 Sep 4:00 pm, Colombo 4, Colombo2750views",Mitsubishi,ASX,0,2.0L Sunroof Rockfor,2016,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","157,000 km","Rs 13,000,000"
https://ikman.lk/en/ad/mitsubishi-xpander-2019-for-sale-kandy,Mitsubishi Xpander 2019,"Posted on 19 Aug 9:36 pm, Katugastota, Kandy1086views",Mitsubishi,Xpander,0,Mitsubishi,2019,Used,Automatic,Station wagon,Petrol,"1,500 cc","49,000 km","Rs 18,000,000"
https://ikman.lk/en/ad/mitsubishi-attrage-2016-for-sale-colombo-12,Mitsubishi Attrage 2016,"Posted on 24 Sep 1:31 pm, Colombo 4, Colombo2686views",Mitsubishi,Attrage,0,Mitsubishi,2016,Used,Automatic,Saloon,Petrol,"1,300 cc","90,000 km","Rs 7,675,000"
https://ikman.lk/en/ad/mitsubishi-eclipse-cross-g-plus-2020-for-sale-colombo-4,Mitsubishi Eclipse Cross G plus 2020,"Posted on 12 Aug 4:38 pm, Battaramulla, Colombo1457views",Mitsubishi,Eclipse Cross,0,G plus,2020,Used,Automatic,Hatchback,Petrol,"1,500 cc","84,500 km","Rs 20,700,000"
https://ikman.lk/en/ad/mitsubishi-xpander-2019-for-sale-colombo-56,Mitsubishi Xpander 2019,"Posted on 06 Aug 12:45 pm, Nugegoda, Colombo1738views",Mitsubishi,Xpander,0,0,2019,Used,Automatic,SUV / 4x4,Petrol,"1,499 cc","52,000 km","Rs 18,900,000"
https://ikman.lk/en/ad/mitsubishi-eclipse-cross-2018-for-sale-colombo-250,Mitsubishi Eclipse Cross 2018,"Posted on 06 Aug 11:41 am, Kohuwala, Colombo2014views",Mitsubishi,Eclipse Cross,0,Mitsubishi,2018,Used,Automatic,Station wagon,Petrol,"1,500 cc","67,000 km","Rs 18,390,000"
https://ikman.lk/en/ad/mitsubishi-montero-v6-2007-for-sale-colombo-11,Mitsubishi Montero V6 2007,"Posted on 04 Sep 2:04 pm, Nugegoda, Colombo5045views",Mitsubishi,Montero,0,V6,2007,Used,Automatic,SUV / 4x4,Petrol,"3,000 cc","195,000 km","Rs 17,750,000"
https://ikman.lk/en/ad/mitsubishi-eclipse-cross-highest-spec-2018-for-sale-gampaha-1,Mitsubishi Eclipse Cross 2018,"Posted on 27 Jul 6:56 pm, Ja-Ela, Gampaha1216views",Mitsubishi,Eclipse Cross,0,2018,2018,Used,Automatic,SUV / 4x4,Petrol,"1,988 cc","69,000 km","Rs 18,500,000"
https://ikman.lk/en/ad/mitsubishi-montero-2012-for-sale-matara,Mitsubishi Montero 2012,"Posted on 23 Sep 7:57 pm, Weligama, Matara151views",Mitsubishi,Montero,0,Mitsubishi,2012,Used,Automatic,Station wagon,Diesel,"2,500 cc","100,000 km","Rs 18,000,000"
https://ikman.lk/en/ad/mitsubishi-montero-gls-v98-2015-for-sale-colombo,Mitsubishi Montero GLS V98 2015,"Posted on 21 Sep 9:25 pm, Kottawa, Colombo811views",Mitsubishi,Montero,0,GLS V98,2015,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","136,000 km","Rs 37,900,000"
https://ikman.lk/en/ad/mitsubishi-montero-2000-for-sale-colombo-426,Mitsubishi Montero 2000,"Posted on 23 Sep 4:28 pm, Maharagama, Colombo411views",Mitsubishi,Montero,0,Mitsubishi Montero,2000,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","175,000 km","Rs 11,600,000"
https://ikman.lk/en/ad/mitsubishi-pajero-2000-for-sale-colombo-17,Mitsubishi Pajero 2000,"Posted on 23 Sep 4:28 pm, Maharagama, Colombo562views",Mitsubishi,Pajero,0,0,2000,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","175,000 km","Rs 11,600,000"
https://ikman.lk/en/ad/mitsubishi-l200-2020-for-sale-gampaha-3,Mitsubishi L200 2020,"Posted on 17 Sep 10:02 am, Kandana, Gampaha1554views",Mitsubishi,L200,0,0,2020,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc","56,000 km","Rs 27,500,000"
https://ikman.lk/en/ad/mitsubishi-montero-diesel-auto-2007-for-sale-colombo-4,Mitsubishi Montero Diesel Auto 2007,"Posted on 13 Sep 3:25 pm, Malabe, Colombo1343views",Mitsubishi,Montero,0,Diesel Auto,2007,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","80,000 km","Rs 16,300,000"
https://ikman.lk/en/ad/mitsubishi-montero-2006-for-sale-gampaha-116,Mitsubishi Montero 2006,"Posted on 14 Sep 7:27 pm, Nittambuwa, Gampaha1267views",Mitsubishi,Montero,0,0,2006,Used,Automatic,SUV / 4x4,Diesel,"2,850 cc","285,000 km","Rs 17,500,000"
https://ikman.lk/en/ad/mitsubishi-montero-gls-fully-loaded-2015-for-sale-colombo-15,Mitsubishi Montero GLS Fully Loaded 2015,"Posted on 04 Sep 4:21 pm, Boralesgamuwa, Colombo2726views",Mitsubishi,Montero,0,GLS Fully Loaded,2015,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","117,353 km","Rs 36,550,000"
https://ikman.lk/en/ad/mitsubishi-montero-glx-2013-for-sale-gampaha,"","",0,0,0,0,0,0,0,0,0,0,0,""
https://ikman.lk/en/ad/mitsubishi-montero-2000-for-sale-colombo-424,Mitsubishi Montero 2000,"Posted on 02 Sep 10:43 am, Boralesgamuwa, Colombo2110views",Mitsubishi,Montero,0,0,2000,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","180,000 km","Rs 11,500,000"
https://ikman.lk/en/ad/mitsubishi-montero-2014-for-sale-colombo-3,Mitsubishi Montero 2014,"Posted on 28 Aug 3:21 pm, Colombo 2, Colombo1770views",Mitsubishi,Montero,0,0,2014,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","190,819 km","Rs 38,500,000"
https://ikman.lk/en/ad/mitsubishi-l200-sportero-2020-for-sale-gampaha-2,Mitsubishi L200 Sportero 2020,"Posted on 12 Sep 12:10 pm, Nittambuwa, Gampaha1394views",Mitsubishi,L200,0,Sportero,2020,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc","50,000 km","Rs 24,000,000"
https://ikman.lk/en/ad/mitsubishi-montero-glx-2015-for-sale-colombo-27,Mitsubishi Montero GLX 2015,"Posted on 26 Aug 2:21 pm, Kohuwala, Colombo3133views",Mitsubishi,Montero,0,GLX,2015,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","110,000 km","Rs 31,500,000"
https://ikman.lk/en/ad/mitsubishi-montero-sports-2012-for-sale-colombo-327,Mitsubishi Montero Sports 2012,"Posted on 23 Sep 9:49 am, Nugegoda, Colombo4110views",Mitsubishi,Montero,0,Sports ,2012,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc","190,000 km","Rs 15,750,000"
https://ikman.lk/en/ad/mitsubishi-montero-2015-for-sale-colombo-449,Mitsubishi Montero 2015,"Posted on 24 Sep 12:51 pm, Rajagiriya, Colombo2541views",Mitsubishi,Montero,0,Mitsubishi,2015,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","96,000 km","Rs 35,500,000"
https://ikman.lk/en/ad/mitsubishi-l200-1998-for-sale-gampaha-1,Mitsubishi L200 1998,"Posted on 17 Aug 9:22 pm, Nittambuwa, Gampaha1978views",Mitsubishi,L200,0,Mitsubishi,1998,Used,Automatic,SUV / 4x4,Diesel,"2,470 cc","220,000 km","Rs 7,850,000"
https://ikman.lk/en/ad/mitsubishi-montero-2013-for-sale-gampaha-475,Mitsubishi Montero 2013,"Posted on 03 Sep 4:00 pm, Nittambuwa, Gampaha2820views",Mitsubishi,Montero,0,0,2013,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","75,000 km","Rs 24,000,000"
https://ikman.lk/en/ad/mitsubishi-chariot-7-seater-1999-for-sale-colombo,Mitsubishi Chariot 7 seater 1999,"Posted on 17 Aug 11:51 pm, Rajagiriya, Colombo1819views",Mitsubishi,Chariot,0,7 seater,1999,Used,Automatic,MPV,Diesel,"2,000 cc","127,458 km","Rs 3,050,000"
