post_link,posted_title,posted_date,brand,model,grade,trim_edition,year_of_manufacture,condition,transmission,body_type,fuel_type,engine_capacity,mileage,vehicle_price
https://ikman.lk/en/ad/toyota-land-cruiser-prado-diesel-fully-loaded-2015-for-sale-colombo,Toyota Land Cruiser Prado Diesel Fully Loaded 2015,"Posted on 20 Sep 11:09 am, Ratmalana, Colombo582views",Toyota,Land Cruiser Prado,0,Diesel Fully Loaded,2015,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","120,000 km","Rs 53,000,000"
https://ikman.lk/en/ad/toyota-hilux-revo-rocco-b5-2020-for-sale-colombo,Toyota Hilux Revo Rocco B5 2020,"Posted on 22 Sep 7:52 am, Kohuwala, Colombo1171views",Toyota,Hilux,0,Revo Rocco B5,2020,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","82,000 km","Rs 33,500,000"
https://ikman.lk/en/ad/toyota-corolla-110-auto-exchange-ok-1997-for-sale-gampaha,Toyota Corolla 110 Auto Exchange Ok 1997,"Posted on 22 Sep 10:14 am, Ja-Ela, Gampaha1116views",Toyota,Corolla,0,110 Auto Exchange Ok,1997,Used,Automatic,Saloon,Diesel,"1,970 cc","235,760 km","Rs 3,645,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-150-facelift-2015-for-sale-colombo,Toyota Land Cruiser Prado 150 Facelift 2015,"Posted on 19 Sep 1:20 pm, Boralesgamuwa, Colombo1044views",Toyota,Land Cruiser Prado,0,150 Facelift,2015,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","167,000 km","Rs 54,850,000"
https://ikman.lk/en/ad/toyota-carina-2000cc-diesel-1997-for-sale-colombo-4,Toyota Carina 2000CC DIESEL 1997,"Posted on 19 Sep 12:18 pm, Colombo 6, Colombo415views",Toyota,Carina,0,2000CC DIESEL,1997,Used,Automatic,Saloon,Diesel,"1,970 cc","328,334 km","Rs 4,190,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-2013-for-sale-colombo-8,Toyota Land Cruiser Sahara 2013,"Posted on 20 Sep 3:45 pm, Kotte, Colombo1031views",Toyota,Land Cruiser Sahara,0,Land Cruiser Sahara,2013,Used,Automatic,SUV / 4x4,Diesel,"4,200 cc","98,000 km","Rs 79,000,000"
https://ikman.lk/en/ad/toyota-hilux-rocco-2019-for-sale-colombo-11,Toyota Hilux Rocco 2019,"Posted on 19 Sep 8:17 am, Rajagiriya, Colombo1060views",Toyota,Hilux,0,Rocco,2019,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","42,500 km","Rs 36,000,000"
https://ikman.lk/en/ad/toyota-hilux-v-2019-for-sale-kandy,Toyota Hilux V 2019,"Posted on 23 Sep 9:30 am, Kandy City, Kandy1251views",Toyota,Hilux,0,V,2019,Used,Automatic,SUV / 4x4,Diesel,"2,700 cc","39,516 km","Rs 29,800,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-101-vx-limited-1999-for-sale-colombo,Toyota Land Cruiser Sahara 101 VX Limited 1999,"Posted on 17 Sep 6:43 pm, Talawatugoda, Colombo1627views",Toyota,Land Cruiser Sahara,0,101 VX Limited,1999,Used,Automatic,SUV / 4x4,Diesel,"4,200 cc","202,000 km","Rs 24,400,000"
https://ikman.lk/en/ad/toyota-fortuner-disel-fully-lorded-2013-for-sale-kurunegala-2,Toyota Fortuner DISEL FULLY LORDED 2013,"Posted on 17 Sep 2:54 pm, Kurunegala City, Kurunegala816views",Toyota,Fortuner,0,DISEL FULLY LORDED ,2013,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","168,000 km","Rs 19,800,000"
https://ikman.lk/en/ad/toyota-hilux-2018-for-sale-colombo-101,Toyota Hilux 2018,"Posted on 16 Sep 5:34 pm, Boralesgamuwa, Colombo2342views",Toyota,Hilux,0,Toyota Hilux 2018,2018,Used,Automatic,SUV / 4x4,Diesel,"2,755 cc","32,000 km","Rs 28,650,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-tzg-151-diesel-28-2018-for-sale-colombo,Toyota Land Cruiser Prado TZ.G 151 Diesel 2.8 2018,"Posted on 14 Sep 6:37 pm, Kohuwala, Colombo3000views",Toyota,Land Cruiser Prado,0,TZ.G 151 Diesel 2.8 ,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","90,000 km","Rs 79,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-v8-parliament-diesel-2011-for-sale-kurunegala-1,Toyota Land Cruiser Sahara V8 Parliament Diesel 2011,"Posted on 14 Sep 11:15 am, Kurunegala City, Kurunegala1970views",Toyota,Land Cruiser Sahara,0,V8 Parliament Diesel,2011,Used,Automatic,SUV / 4x4,Diesel,"4,400 cc","157,000 km","Rs 63,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-vxl-2007-for-sale-gampaha,Toyota Land Cruiser Prado VXL 2007,"Posted on 13 Sep 8:32 am, Gampaha City, Gampaha826views",Toyota,Land Cruiser Prado,0,LAND CRUISER VXL,2007,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","165,842 km","Rs 22,500,000"
https://ikman.lk/en/ad/toyota-fortuner-2018-for-sale-gampaha-1,Toyota Fortuner 2018,"Posted on 11 Sep 9:40 am, Nittambuwa, Gampaha1085views",Toyota,Fortuner,0,0,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","49,000 km","Rs 39,500,000"
https://ikman.lk/en/ad/toyota-fortuner-2018-for-sale-gampaha,Toyota Fortuner 2018,"Posted on 11 Sep 9:40 am, Nittambuwa, Gampaha668views",Toyota,Fortuner,0,2018,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","49,000 km","Rs 39,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-box-1986-for-sale-gampaha-1,Toyota Land Cruiser Prado 1986,"Posted on 11 Sep 6:20 am, Gampaha City, Gampaha3113views",Toyota,Land Cruiser Prado,0,Toyota,1986,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","176,000 km","Rs 10,200,000"
https://ikman.lk/en/ad/toyota-corolla-110-1996-for-sale-gampaha-135,Toyota Corolla 110 1996,"Posted on 12 Sep 9:21 am, Seeduwa, Gampaha1570views",Toyota,Corolla,0,110,1996,Used,Automatic,Saloon,Diesel,"2,000 cc","300,000 km","Rs 2,750,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-txkzj95-1998-for-sale-colombo-1,Toyota Land Cruiser Prado TXKZJ95 1998,"Posted on 08 Sep 3:00 pm, Nugegoda, Colombo1987views",Toyota,Land Cruiser Prado,0,TXKZJ95,1998,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","287,000 km","Rs 11,475,000"
https://ikman.lk/en/ad/toyota-corolla-sprinter-1996-for-sale-kurunegala-1,Toyota Corolla Sprinter 1996,"Posted on 07 Sep 8:10 am, Kuliyapitiya, Kurunegala1343views",Toyota,Corolla,0,Sprinter,1996,Used,Automatic,Saloon,Diesel,"2,000 cc","225,300 km","Rs 2,780,000"
https://ikman.lk/en/ad/toyota-camry-1991-for-sale-kurunegala-1,Toyota Camry 1991,"Posted on 06 Sep 6:23 pm, Kuliyapitiya, Kurunegala1542views",Toyota,Camry,0,Toyota,1991,Used,Automatic,Saloon,Diesel,"2,000 cc","280,000 km","Rs 1,980,000"
https://ikman.lk/en/ad/toyota-corona-1992-for-sale-gampaha,Toyota Corona 1992,"Posted on 05 Sep 1:20 pm, Seeduwa, Gampaha2748views",Toyota,Corona,0,0,1992,Used,Automatic,Saloon,Diesel,"1,970 cc","190,000 km","Rs 1,975,000"
https://ikman.lk/en/ad/toyota-hilux-rocco-2020-for-sale-colombo-23,Toyota Hilux ROCCO 2020,"Posted on 03 Sep 10:29 am, Colombo 4, Colombo2637views",Toyota,Hilux,0,ROCCO 2020,2020,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","59,000 km","Rs 32,000,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-2013-for-sale-kurunegala,Toyota Land Cruiser Sahara 2013,"Posted on 09 Sep 12:30 pm, Kurunegala City, Kurunegala3181views",Toyota,Land Cruiser Sahara,0,0,2013,Used,Automatic,MPV,Diesel,"4,500 cc","243,000 km","Rs 56,500,000"
https://ikman.lk/en/ad/toyota-mark-2-groire-limited-1993-for-sale-colombo,Toyota Mark 2 Groire Limited 1993,"Posted on 02 Sep 1:18 pm, Colombo 5, Colombo2727views",Toyota,Mark,0,2 Groire Limited,1993,Used,Automatic,Saloon,Diesel,"2,500 cc","245,000 km","Rs 3,950,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-tx-l-diesel-2015-for-sale-colombo,Toyota Land Cruiser Prado TX-L DIESEL 2015,"Posted on 10 Sep 3:35 pm, Kohuwala, Colombo4447views",Toyota,Land Cruiser Prado,0,TX-L DIESEL ,2015,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","60,000 km","Rs 54,875,000"
https://ikman.lk/en/ad/toyota-hilux-3-ltr-auto-2008-for-sale-hambantota,Toyota Hilux 2008,"Posted on 01 Sep 9:58 pm, Beliatta, Hambantota3157views",Toyota,Hilux,0,2008,2008,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","126,000 km","Rs 11,200,000"
https://ikman.lk/en/ad/toyota-corolla-1996-for-sale-matara-10,Toyota Corolla 1996,"Posted on 01 Sep 9:30 pm, Matara City, Matara1574views",Toyota,Corolla,0,0,1996,Used,Automatic,Saloon,Diesel,"2,000 cc","320,000 km","Rs 2,900,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-2014-for-sale-gampaha-13,Toyota Land Cruiser Prado 2014,"Posted on 24 Sep 1:51 pm, Ja-Ela, Gampaha3706views",Toyota,Land Cruiser Prado,0,0,2014,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","115,000 km","Rs 41,200,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-vx-v8-2011-for-sale-colombo-4,Toyota Land Cruiser Sahara 2011,"Posted on 30 Aug 2:47 pm, Colombo 4, Colombo4812views",Toyota,Land Cruiser Sahara,0,2011,2011,Used,Automatic,SUV / 4x4,Diesel,"4,500 cc","304,000 km","Rs 60,000,000"
https://ikman.lk/en/ad/toyota-fortuner-1st-owner-2014-for-sale-colombo-1,Toyota Fortuner 1st owner 2014,"Posted on 28 Aug 11:53 am, Boralesgamuwa, Colombo1715views",Toyota,Fortuner,0,1st owner ,2014,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","92,000 km","Rs 24,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-v8-2013-for-sale-kurunegala,Toyota Land Cruiser Sahara V8 2013,"Posted on 26 Aug 12:47 pm, Kurunegala City, Kurunegala4765views",Toyota,Land Cruiser Sahara,0,V8,2013,Used,Automatic,SUV / 4x4,Diesel,"4,500 cc","186,000 km","Rs 65,500,000"
https://ikman.lk/en/ad/toyota-hilux-ln-130-surf-1998-for-sale-colombo,Toyota Hilux LN 130 1998,"Posted on 25 Aug 4:45 pm, Boralesgamuwa, Colombo2653views",Toyota,Hilux,0,LN 130,1998,Used,Automatic,SUV / 4x4,Diesel,"2,440 cc","184,658 km","Rs 9,250,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-2017-for-sale-colombo-327,Toyota Land Cruiser Prado 2017,"Posted on 23 Aug 11:02 am, Athurugiriya, Colombo1116views",Toyota,Land Cruiser Prado,0,0,2017,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","139,000 km","Rs 65,000,000"
https://ikman.lk/en/ad/toyota-hilux-2019-for-sale-colombo-108,Toyota Hilux 2019,"Posted on 08 Sep 10:20 pm, Malabe, Colombo2368views",Toyota,Hilux,0,2019,2019,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","55,000 km","Rs 29,000,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-fully-loaded-120-2008-for-sale-gampaha-1,Toyota Land Cruiser Prado Fully Loaded 120 2008,"Posted on 24 Sep 1:51 pm, Ja-Ela, Gampaha4973views",Toyota,Land Cruiser Prado,0,Fully Loaded 120,2008,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","90,000 km","Rs 21,850,000"
https://ikman.lk/en/ad/toyota-corolla-110-1997-for-sale-kalutara-50,Toyota Corolla 110 1997,"Posted on 18 Aug 8:45 am, Matugama, Kalutara5583views",Toyota,Corolla,0,110,1997,Used,Automatic,0,Diesel,"1,970 cc","180,000 km","Rs 3,350,000"
https://ikman.lk/en/ad/toyota-hilux-vigo-thailand-2006-for-sale-kurunegala,Toyota Hilux Vigo Thailand 2006,"Posted on 16 Aug 2:58 pm, Kuliyapitiya, Kurunegala2098views",Toyota,Hilux,0,Vigo Thailand,2006,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","200,000 km","Rs 12,375,000"
https://ikman.lk/en/ad/toyota-camry-vista-cv30-1991-for-sale-kandy-1,Toyota Camry Vista CV30 1991,"Posted on 16 Aug 9:37 am, Nawalapitiya, Kandy3041views",Toyota,Camry,0,Vista CV30,1991,Used,Automatic,Saloon,Diesel,"2,000 cc","268,800 km","Rs 1,685,000"
https://ikman.lk/en/ad/toyota-corolla-2001-for-sale-matara,Toyota Corolla 2001,"Posted on 15 Aug 7:36 pm, Matara City, Matara2112views",Toyota,Corolla,0,Toyota,2001,Used,Automatic,Station wagon,Diesel,"1,800 cc","180,000 km","Rs 2,600,000"
https://ikman.lk/en/ad/toyota-carina-1997-for-sale-kurunegala-63,Toyota Carina 1997,"Posted on 21 Aug 1:47 pm, Kuliyapitiya, Kurunegala1843views",Toyota,Carina,0,Toyota,1997,Used,Automatic,Saloon,Diesel,"2,000 cc","325,000 km","Rs 3,600,000"
https://ikman.lk/en/ad/toyota-vista-auto-diesel-1992-for-sale-colombo,Toyota Vista Auto Diesel 1992,"Posted on 12 Aug 4:16 pm, Ratmalana, Colombo3047views",Toyota,Other Model,0,Vista Auto Diesel ,1992,Used,Automatic,Saloon,Diesel,"1,998 cc","150,000 km","Rs 1,875,000"
https://ikman.lk/en/ad/toyota-corolla-1996-for-sale-kurunegala-41,Toyota Corolla 1996,"Posted on 12 Aug 5:00 pm, Kurunegala City, Kurunegala5639views",Toyota,Corolla,0,1996,1996,Used,Automatic,Station wagon,Diesel,"2,000 cc","180,000 km","Rs 2,355,000"
https://ikman.lk/en/ad/toyota-carina-1998-for-sale-colombo-196,Toyota Carina 1998,"Posted on 09 Aug 1:03 pm, Moratuwa, Colombo2026views",Toyota,Carina,0,0,1998,Used,Automatic,Saloon,Diesel,"1,970 cc","275,000 km","Rs 3,250,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-tz-1997-for-sale-colombo,Toyota Land Cruiser Prado TZ 1997,"Posted on 20 Aug 12:09 pm, Colombo 4, Colombo7994views",Toyota,Land Cruiser Prado,0,TZ,1997,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","284,000 km","Rs 12,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-1991-for-sale-kurunegala,Toyota Land Cruiser Prado 1991,"Posted on 20 Aug 2:18 pm, Nikaweratiya, Kurunegala11093views",Toyota,Land Cruiser Prado,0,0,1991,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","250,000 km","Rs 11,500,000"
https://ikman.lk/en/ad/toyota-hilux-v-grade-2018-for-sale-gampaha-3,Toyota Hilux V Grade 2018,"Posted on 29 Jul 12:49 pm, Negombo, Gampaha2580views",Toyota,Hilux,0,V Grade,2018,Used,Automatic,SUV / 4x4,Diesel,"1,800 cc","125,000 km","Rs 26,500,000"
https://ikman.lk/en/ad/toyota-hilux-v-grade-2018-for-sale-gampaha-1,"","",0,0,0,0,0,0,0,0,0,0,0,""
https://ikman.lk/en/ad/toyota-corsa-corosa-1996-for-sale-matara,Toyota Corsa 1996,"Posted on 10 Sep 12:12 pm, Hakmana, Matara3687views",Toyota,Corsa,0,Toyota,1996,Used,Automatic,Saloon,Diesel,"1,450 cc","144,549 km","Rs 3,000,000"
https://ikman.lk/en/ad/toyota-axio-g-grade-2011-for-sale-gampaha-1,Toyota Axio G GRADE 2011,"Posted on 24 Sep 3:00 pm, Negombo, Gampaha",Toyota,Axio,0,G GRADE ,2011,Used,Automatic,0,Hybrid,"1,500 cc","135,000 km","Rs 9,890,000"
https://ikman.lk/en/ad/toyota-prius-s-touring-2011-for-sale-gampaha-177,Toyota Prius S TOURING 2011,"Posted on 24 Sep 2:58 pm, Negombo, Gampaha",Toyota,Prius,0,S TOURING ,2011,Used,Automatic,0,Hybrid,"1,800 cc","110,000 km","Rs 9,590,000"
https://ikman.lk/en/ad/toyota-prius-3rd-generation-2012-for-sale-gampaha-2,Toyota Prius 3rd Generation 2012,"Posted on 24 Sep 2:10 pm, Ja-Ela, Gampaha2122views",Toyota,Prius,0,3rd Generation,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc","167,000 km","Rs 8,900,000"
https://ikman.lk/en/ad/toyota-axio-g-grade-2015-for-sale-colombo-1382,Toyota Axio G Grade 2015,"Posted on 24 Sep 1:00 pm, Dehiwala, Colombo",Toyota,Axio,0,G Grade,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","148,000 km","Rs 10,950,000"
https://ikman.lk/en/ad/toyota-chr-ngx10-hybrid-1800cc-2017-for-sale-gampaha-1,Toyota CHR NGX10 HYBRID 1800CC 2017,"Posted on 24 Sep 12:46 pm, Wattala, Gampaha929views",Toyota,CHR,0,NGX10 HYBRID 1800CC,2017,Used,Automatic,Saloon,Hybrid,"1,800 cc","72,500 km","Rs 17,650,000"
https://ikman.lk/en/ad/toyota-prius-s-touring-uk-limited-2011-for-sale-colombo,Toyota Prius S TOURING UK LIMITED 2011,"Posted on 24 Sep 12:44 pm, Nugegoda, Colombo14149views",Toyota,Prius,0,S TOURING UK LIMITED,2011,Used,Automatic,Saloon,Hybrid,"1,800 cc","130,000 km","Rs 8,300,000"
https://ikman.lk/en/ad/toyota-aqua-g-grade-2013-for-sale-matara-19,Toyota Aqua G Grade 2013,"Posted on 24 Sep 12:14 pm, Matara City, Matara",Toyota,Aqua,0,G Grade,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","86,000 km","Rs 7,590,000"
https://ikman.lk/en/ad/toyota-prius-aniversery-model-2011-for-sale-gampaha,Toyota Prius ANIVERSERY MODEL 2011,"Posted on 24 Sep 10:34 am, Kadawatha, Gampaha",Toyota,Prius,0,ANIVERSERY MODEL ,2011,Used,Automatic,Saloon,Hybrid,"1,800 cc","150,000 km","Rs 6,650,000"
https://ikman.lk/en/ad/toyota-prius-led-s-grade-model-2013-for-sale-colombo-12,Toyota Prius Led S Grade Model 2013,"Posted on 24 Sep 3:43 pm, Malabe, Colombo",Toyota,Prius,0,Led S Grade Model,2013,Used,Automatic,Hatchback,Hybrid,"1,800 cc","98,072 km","Rs 9,450,000"
https://ikman.lk/en/ad/toyota-aqua-g-grade-2013-for-sale-colombo-1398,"","",0,0,0,0,0,0,0,0,0,0,0,""
https://ikman.lk/en/ad/toyota-premio-g-superior-2014-for-sale-colombo-941,Toyota Premio G Superior 2014,"Posted on 24 Sep 7:22 am, Maharagama, Colombo2632views",Toyota,Premio,0,G Superior,2014,Used,Automatic,Saloon,Hybrid,"1,500 cc","121,000 km","Rs 13,775,000"
https://ikman.lk/en/ad/toyota-prius-2012-for-sale-matara-179,Toyota Prius 2012,"Posted on 24 Sep 6:03 am, Matara City, Matara",Toyota,Prius,0,0,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc",0 km,"Rs 9,290,000"
https://ikman.lk/en/ad/toyota-aqua-g-grade-2013-for-sale-ratnapura-1,Toyota Aqua 2013,"Posted on 23 Sep 11:58 pm, Ratnapura City, Ratnapura75views",Toyota,Aqua,0,Toyota,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","147,000 km","Rs 7,575,000"
https://ikman.lk/en/ad/toyota-axio-wxb-2016-for-sale-colombo-702,Toyota Axio WXB 2016,"Posted on 23 Sep 8:21 pm, Nugegoda, Colombo191views",Toyota,Axio,0,WXB Axio,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc","88,000 km","Rs 13,200,000"
https://ikman.lk/en/ad/toyota-prius-s-grade-2009-for-sale-gampaha-3,Toyota Prius S GRADE 2009,"Posted on 23 Sep 1:35 pm, Negombo, Gampaha227views",Toyota,Prius,0,S GRADE ,2009,Used,Automatic,0,Hybrid,"1,800 cc","120,000 km","Rs 8,490,000"
https://ikman.lk/en/ad/toyota-axio-g-grade-2015-for-sale-gampaha-1018,Toyota Axio G GRADE 2015,"Posted on 23 Sep 1:28 pm, Negombo, Gampaha196views",Toyota,Axio,0,G GRADE ,2015,Used,Automatic,0,Hybrid,"1,500 cc","79,000 km","Rs 11,790,000"
https://ikman.lk/en/ad/toyota-aqua-2015-for-sale-gampaha-857,Toyota Aqua 2015,"Posted on 23 Sep 1:25 pm, Negombo, Gampaha139views",Toyota,Aqua,0,0,2015,Used,Automatic,0,Hybrid,"1,500 cc","130,000 km","Rs 9,090,000"
https://ikman.lk/en/ad/toyota-corolla-axio-2017-for-sale-colombo,Toyota Corolla Axio 2017,"Posted on 23 Sep 1:07 pm, Pannipitiya, Colombo200views",Toyota,Corolla,0,Axio,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc","61,000 km","Rs 12,600,000"
https://ikman.lk/en/ad/toyota-prius-s-grade-2014-for-sale-colombo-118,Toyota Prius S Grade 2014,"Posted on 23 Sep 12:48 pm, Maharagama, Colombo282views",Toyota,Prius,0,S Grade,2014,Used,Automatic,Saloon,Hybrid,"1,800 cc","128,000 km","Rs 10,950,000"
https://ikman.lk/en/ad/toyota-axio-g-grade-2015-for-sale-colombo-1381,Toyota Axio G grade 2015,"Posted on 23 Sep 12:41 pm, Maharagama, Colombo248views",Toyota,Axio,0,G grade,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","87,000 km","Rs 11,450,000"
https://ikman.lk/en/ad/toyota-aqua-g-2014-for-sale-colombo-234,Toyota Aqua G 2014,"Posted on 23 Sep 12:11 pm, Kohuwala, Colombo118views",Toyota,Aqua,0,G,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","94,000 km","Rs 8,750,000"
https://ikman.lk/en/ad/toyota-prius-s-grade-uk-model-2009-for-sale-colombo,Toyota Prius S Grade - UK Model 2009,"Posted on 23 Sep 11:56 am, Piliyandala, Colombo358views",Toyota,Prius,0,S Grade - UK Model,2009,Used,Automatic,Saloon,Hybrid,"1,800 cc","165,000 km","Rs 8,150,000"
https://ikman.lk/en/ad/toyota-aqua-x-limited-2013-for-sale-gampaha-2,Toyota Aqua X Limited 2013,"Posted on 23 Sep 11:49 am, Kadawatha, Gampaha284views",Toyota,Aqua,0,X Limited ,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","200,000 km","Rs 6,975,000"
https://ikman.lk/en/ad/toyota-axio-g-grade-safety-8ab-2015-for-sale-gampaha-2,Toyota Axio G-GRADE (Safety/8AB) 2015,"Posted on 23 Sep 8:48 pm, Katunayake, Gampaha129views",Toyota,Axio,0,G-GRADE (Safety/8AB),2015,Used,Automatic,0,Hybrid,"1,500 cc","123,000 km","Rs 11,350,000"
https://ikman.lk/en/ad/toyota-aqua-s-grade-2013-for-sale-gampaha-606,Toyota Aqua S GRADE 2013,"Posted on 22 Sep 3:31 pm, Gampaha City, Gampaha353views",Toyota,Aqua,0,S GRADE,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","136,000 km","Rs 7,950,000"
https://ikman.lk/en/ad/toyota-prius-g-grade-2014-for-sale-gampaha-3,Toyota Prius G GRADE 2014,"Posted on 21 Sep 3:03 pm, Negombo, Gampaha687views",Toyota,Prius,0,G GRADE ,2014,Used,Automatic,0,Hybrid,"1,800 cc","110,000 km","Rs 10,890,000"
