,ds,yhat_manipulation_smooth,yhat_lower_manipulation_smooth,yhat_upper_manipulation_smooth
1264,2024-09-24,209700.0,200800.0,212800.0
1265,2024-09-25,209700.0,201200.0,213200.0
1266,2024-09-26,210100.0,201300.0,213300.0
1267,2024-09-27,210200.0,201000.0,213000.0
1268,2024-09-28,210500.0,201400.0,213400.0
1269,2024-09-29,210400.0,201900.0,213900.0
1270,2024-09-30,210100.0,201000.0,213000.0
1271,2024-10-01,210100.0,200900.0,212900.0
1272,2024-10-02,209600.0,200400.0,212400.0
1273,2024-10-03,209400.0,199700.0,211700.0
1274,2024-10-04,209400.0,199600.0,211600.0
1275,2024-10-05,209600.0,200700.0,212700.0
1276,2024-10-06,209200.0,200500.0,212500.0
1277,2024-10-07,209600.0,200900.0,212900.0
1278,2024-10-08,209900.0,201700.0,213700.0
1279,2024-10-09,210100.0,201400.0,213400.0
1280,2024-10-10,210800.0,201400.0,213400.0
1281,2024-10-11,210900.0,202000.0,214000.0
1282,2024-10-12,211200.0,203100.0,215100.0
1283,2024-10-13,212300.0,203900.0,215900.0
1284,2024-10-14,213000.0,205000.0,217000.0
1285,2024-10-15,213300.0,205200.0,217200.0
1286,2024-10-16,213700.0,205300.0,217300.0
1287,2024-10-17,214300.0,205600.0,217600.0
1288,2024-10-18,214600.0,205200.0,217200.0
1289,2024-10-19,214700.0,205500.0,217500.0
1290,2024-10-20,214300.0,205300.0,217300.0
1291,2024-10-21,214600.0,206200.0,218200.0
1292,2024-10-22,214800.0,206000.0,218000.0
1293,2024-10-23,215200.0,206200.0,218200.0
1294,2024-10-24,215300.0,206500.0,218500.0
1295,2024-10-25,215800.0,207300.0,219300.0
1296,2024-10-26,216600.0,208200.0,220200.0
1297,2024-10-27,217800.0,209400.0,221400.0
1298,2024-10-28,218000.0,210100.0,222100.0
1299,2024-10-29,218100.0,210000.0,222000.0
1300,2024-10-30,218600.0,210100.0,222100.0
1301,2024-10-31,219000.0,209900.0,221900.0
1302,2024-11-01,219400.0,209600.0,221600.0
1303,2024-11-02,219100.0,209800.0,221800.0
1304,2024-11-03,218800.0,210400.0,222400.0
1305,2024-11-04,219100.0,210800.0,222800.0
1306,2024-11-05,219600.0,210800.0,222800.0
1307,2024-11-06,220100.0,211200.0,223200.0
1308,2024-11-07,220500.0,211800.0,223800.0
1309,2024-11-08,221000.0,212600.0,224600.0
1310,2024-11-09,221400.0,213000.0,225000.0
1311,2024-11-10,221800.0,213600.0,225600.0
1312,2024-11-11,222000.0,213500.0,225500.0
1313,2024-11-12,222600.0,213800.0,225800.0
1314,2024-11-13,222700.0,213500.0,225500.0
1315,2024-11-14,222800.0,213900.0,225900.0
1316,2024-11-15,222800.0,213900.0,225900.0
1317,2024-11-16,223300.0,214800.0,226800.0
1318,2024-11-17,223300.0,214600.0,226600.0
1319,2024-11-18,223600.0,214800.0,226800.0
1320,2024-11-19,223500.0,214600.0,226600.0
1321,2024-11-20,224200.0,215400.0,227400.0
1322,2024-11-21,224600.0,215600.0,227600.0
1323,2024-11-22,224900.0,216000.0,228000.0
1324,2024-11-23,224600.0,216100.0,228100.0
1325,2024-11-24,225000.0,216800.0,228800.0
1326,2024-11-25,224900.0,215900.0,227900.0
1327,2024-11-26,225800.0,216400.0,228400.0
1328,2024-11-27,225800.0,216800.0,228800.0
1329,2024-11-28,225700.0,217200.0,229200.0
1330,2024-11-29,225600.0,216900.0,228900.0
1331,2024-11-30,225600.0,217200.0,229200.0
1332,2024-12-01,225800.0,216700.0,228700.0
1333,2024-12-02,225800.0,215900.0,227900.0
1334,2024-12-03,225600.0,216200.0,228200.0
1335,2024-12-04,225500.0,216600.0,228600.0
1336,2024-12-05,225600.0,217200.0,229200.0
1337,2024-12-06,226200.0,217600.0,229600.0
1338,2024-12-07,226400.0,218000.0,230000.0
1339,2024-12-08,226700.0,218200.0,230200.0
1340,2024-12-09,227000.0,218100.0,230100.0
1341,2024-12-10,227200.0,218400.0,230400.0
1342,2024-12-11,227400.0,218200.0,230200.0
1343,2024-12-12,227900.0,219200.0,231200.0
1344,2024-12-13,227600.0,218700.0,230700.0
1345,2024-12-14,227900.0,219200.0,231200.0
1346,2024-12-15,228000.0,219400.0,231400.0
1347,2024-12-16,228800.0,220000.0,232000.0
1348,2024-12-17,228600.0,219400.0,231400.0
1349,2024-12-18,228900.0,220100.0,232100.0
1350,2024-12-19,228900.0,220600.0,232600.0
1351,2024-12-20,229500.0,220800.0,232800.0
1352,2024-12-21,230100.0,221100.0,233100.0
1353,2024-12-22,230400.0,222000.0,234000.0
1354,2024-12-23,230700.0,222500.0,234500.0
1355,2024-12-24,231100.0,222500.0,234500.0
