,ds,yhat_manipulation_smooth,yhat_lower_manipulation_smooth,yhat_upper_manipulation_smooth
1267,2024-09-27,210400.0,201200.0,213200.0
1268,2024-09-28,209900.0,200400.0,212400.0
1269,2024-09-29,209900.0,200900.0,212900.0
1270,2024-09-30,209600.0,200500.0,212500.0
1271,2024-10-01,209700.0,200500.0,212500.0
1272,2024-10-02,209200.0,199800.0,211800.0
1273,2024-10-03,209000.0,200200.0,212200.0
1274,2024-10-04,209200.0,200200.0,212200.0
1275,2024-10-05,209700.0,200500.0,212500.0
1276,2024-10-06,210100.0,201400.0,213400.0
1277,2024-10-07,210400.0,202200.0,214200.0
1278,2024-10-08,210600.0,202700.0,214700.0
1279,2024-10-09,211300.0,202700.0,214700.0
1280,2024-10-10,211700.0,203000.0,215000.0
1281,2024-10-11,212000.0,202800.0,214800.0
1282,2024-10-12,212600.0,203600.0,215600.0
1283,2024-10-13,212700.0,204400.0,216400.0
1284,2024-10-14,213400.0,205200.0,217200.0
1285,2024-10-15,214000.0,205900.0,217900.0
1286,2024-10-16,214300.0,205900.0,217900.0
1287,2024-10-17,214700.0,205900.0,217900.0
1288,2024-10-18,214800.0,205700.0,217700.0
1289,2024-10-19,215200.0,206100.0,218100.0
1290,2024-10-20,215400.0,206400.0,218400.0
1291,2024-10-21,215500.0,206900.0,218900.0
1292,2024-10-22,215700.0,207300.0,219300.0
1293,2024-10-23,216200.0,207900.0,219900.0
1294,2024-10-24,216800.0,208200.0,220200.0
1295,2024-10-25,217000.0,208000.0,220000.0
1296,2024-10-26,216900.0,208000.0,220000.0
1297,2024-10-27,217000.0,208200.0,220200.0
1298,2024-10-28,217300.0,208400.0,220400.0
1299,2024-10-29,217300.0,207900.0,219900.0
1300,2024-10-30,217400.0,208500.0,220500.0
1301,2024-10-31,217700.0,209400.0,221400.0
1302,2024-11-01,218400.0,210000.0,222000.0
1303,2024-11-02,219000.0,210400.0,222400.0
1304,2024-11-03,219900.0,211900.0,223900.0
1305,2024-11-04,219900.0,211900.0,223900.0
1306,2024-11-05,220400.0,211700.0,223700.0
1307,2024-11-06,221000.0,212200.0,224200.0
1308,2024-11-07,221200.0,212400.0,224400.0
1309,2024-11-08,221700.0,212500.0,224500.0
1310,2024-11-09,222100.0,213500.0,225500.0
1311,2024-11-10,222200.0,214400.0,226400.0
1312,2024-11-11,222900.0,214500.0,226500.0
1313,2024-11-12,223800.0,215400.0,227400.0
1314,2024-11-13,224000.0,215400.0,227400.0
1315,2024-11-14,224100.0,215200.0,227200.0
1316,2024-11-15,224700.0,215900.0,227900.0
1317,2024-11-16,225000.0,216500.0,228500.0
1318,2024-11-17,225300.0,216500.0,228500.0
1319,2024-11-18,225600.0,216700.0,228700.0
1320,2024-11-19,225300.0,217000.0,229000.0
1321,2024-11-20,225600.0,216700.0,228700.0
1322,2024-11-21,226200.0,216900.0,228900.0
1323,2024-11-22,226000.0,216900.0,228900.0
1324,2024-11-23,226000.0,217100.0,229100.0
1325,2024-11-24,225800.0,217200.0,229200.0
1326,2024-11-25,225900.0,217000.0,229000.0
1327,2024-11-26,226300.0,217000.0,229000.0
1328,2024-11-27,226200.0,217000.0,229000.0
1329,2024-11-28,226500.0,217700.0,229700.0
1330,2024-11-29,226800.0,218300.0,230300.0
1331,2024-11-30,227400.0,219100.0,231100.0
1332,2024-12-01,227600.0,219000.0,231000.0
1333,2024-12-02,227900.0,219400.0,231400.0
1334,2024-12-03,228300.0,219500.0,231500.0
1335,2024-12-04,228600.0,219500.0,231500.0
1336,2024-12-05,228400.0,219200.0,231200.0
1337,2024-12-06,228200.0,219200.0,231200.0
1338,2024-12-07,227700.0,218900.0,230900.0
1339,2024-12-08,228000.0,218600.0,230600.0
1340,2024-12-09,227900.0,218300.0,230300.0
1341,2024-12-10,228000.0,218900.0,230900.0
1342,2024-12-11,228300.0,219700.0,231700.0
1343,2024-12-12,228600.0,220400.0,232400.0
1344,2024-12-13,228900.0,220500.0,232500.0
1345,2024-12-14,229300.0,220900.0,232900.0
1346,2024-12-15,229500.0,220800.0,232800.0
1347,2024-12-16,229600.0,220100.0,232100.0
1348,2024-12-17,229600.0,220100.0,232100.0
1349,2024-12-18,229100.0,220100.0,232100.0
1350,2024-12-19,229200.0,220300.0,232300.0
1351,2024-12-20,229700.0,220800.0,232800.0
1352,2024-12-21,230100.0,221600.0,233600.0
1353,2024-12-22,230400.0,222000.0,234000.0
1354,2024-12-23,230800.0,222500.0,234500.0
1355,2024-12-24,231200.0,222800.0,234800.0
1356,2024-12-25,231400.0,222500.0,234500.0
1357,2024-12-26,231800.0,222800.0,234800.0
1358,2024-12-27,232700.0,224000.0,236000.0
