,ds,yhat_manipulation_smooth,yhat_lower_manipulation_smooth,yhat_upper_manipulation_smooth
2806,2024-10-07,200500.0,190300.0,202300.0
2807,2024-10-08,200700.0,190500.0,202500.0
2808,2024-10-09,200600.0,190400.0,202400.0
2809,2024-10-10,200600.0,192500.0,204500.0
2810,2024-10-11,200600.0,194500.0,206500.0
2811,2024-10-12,200600.0,192500.0,204500.0
2812,2024-10-13,200500.0,190300.0,202300.0
2813,2024-10-14,200700.0,190500.0,202500.0
2814,2024-10-15,200700.0,190600.0,202600.0
2815,2024-10-16,200800.0,190700.0,202700.0
2816,2024-10-17,201200.0,193400.0,205400.0
2817,2024-10-18,201700.0,196100.0,208100.0
2818,2024-10-19,202300.0,194800.0,206800.0
2819,2024-10-20,202600.0,192900.0,204900.0
2820,2024-10-21,203000.0,193500.0,205500.0
2821,2024-10-22,203400.0,193600.0,205600.0
2822,2024-10-23,203800.0,193800.0,205800.0
2823,2024-10-24,204100.0,195900.0,207900.0
2824,2024-10-25,204200.0,198300.0,210300.0
2825,2024-10-26,204600.0,197000.0,209000.0
2826,2024-10-27,204900.0,195000.0,207000.0
2827,2024-10-28,205400.0,195700.0,207700.0
2828,2024-10-29,206000.0,196300.0,208300.0
2829,2024-10-30,206700.0,197300.0,209300.0
2830,2024-10-31,207100.0,199400.0,211400.0
2831,2024-11-01,207700.0,202300.0,214300.0
2832,2024-11-02,207700.0,200200.0,212200.0
2833,2024-11-03,208400.0,198500.0,210500.0
2834,2024-11-04,208400.0,198100.0,210100.0
2835,2024-11-05,208700.0,198500.0,210500.0
2836,2024-11-06,208800.0,198800.0,210800.0
2837,2024-11-07,209500.0,201900.0,213900.0
2838,2024-11-08,209800.0,204300.0,216300.0
2839,2024-11-09,210500.0,203200.0,215200.0
2840,2024-11-10,211100.0,201900.0,213900.0
2841,2024-11-11,211800.0,202300.0,214300.0
2842,2024-11-12,212100.0,202100.0,214100.0
2843,2024-11-13,212200.0,202000.0,214000.0
2844,2024-11-14,212300.0,204400.0,216400.0
2845,2024-11-15,212900.0,206800.0,218800.0
2846,2024-11-16,212900.0,204700.0,216700.0
2847,2024-11-17,212800.0,203000.0,215000.0
2848,2024-11-18,213200.0,203700.0,215700.0
2849,2024-11-19,213500.0,203800.0,215800.0
2850,2024-11-20,213700.0,203200.0,215200.0
2851,2024-11-21,214100.0,206100.0,218100.0
2852,2024-11-22,214400.0,208900.0,220900.0
2853,2024-11-23,214800.0,206900.0,218900.0
2854,2024-11-24,214700.0,204700.0,216700.0
2855,2024-11-25,214600.0,205000.0,217000.0
2856,2024-11-26,214900.0,204900.0,216900.0
2857,2024-11-27,215600.0,204900.0,216900.0
2858,2024-11-28,216000.0,207800.0,219800.0
2859,2024-11-29,216000.0,210700.0,222700.0
2860,2024-11-30,216300.0,209300.0,221300.0
2861,2024-12-01,217000.0,207700.0,219700.0
2862,2024-12-02,217600.0,207800.0,219800.0
2863,2024-12-03,218200.0,208000.0,220000.0
2864,2024-12-04,218600.0,208600.0,220600.0
2865,2024-12-05,218400.0,210800.0,222800.0
2866,2024-12-06,218800.0,213200.0,225200.0
2867,2024-12-07,219300.0,211600.0,223600.0
2868,2024-12-08,219600.0,209600.0,221600.0
2869,2024-12-09,220600.0,210500.0,222500.0
2870,2024-12-10,220400.0,210700.0,222700.0
2871,2024-12-11,220500.0,210900.0,222900.0
2872,2024-12-12,221000.0,213300.0,225300.0
2873,2024-12-13,221400.0,215700.0,227700.0
2874,2024-12-14,222000.0,213600.0,225600.0
2875,2024-12-15,222300.0,212400.0,224400.0
2876,2024-12-16,222100.0,212800.0,224800.0
2877,2024-12-17,222800.0,213200.0,225200.0
2878,2024-12-18,223500.0,213800.0,225800.0
2879,2024-12-19,224000.0,216000.0,228000.0
2880,2024-12-20,224400.0,218600.0,230600.0
2881,2024-12-21,224500.0,217000.0,229000.0
2882,2024-12-22,224600.0,214900.0,226900.0
2883,2024-12-23,225000.0,214800.0,226800.0
2884,2024-12-24,225300.0,215000.0,227000.0
2885,2024-12-25,225800.0,215800.0,227800.0
2886,2024-12-26,226200.0,218500.0,230500.0
2887,2024-12-27,226800.0,221600.0,233600.0
2888,2024-12-28,227300.0,220300.0,232300.0
2889,2024-12-29,227900.0,218500.0,230500.0
2890,2024-12-30,228100.0,218000.0,230000.0
2891,2024-12-31,228400.0,218000.0,230000.0
2892,2025-01-01,228600.0,218400.0,230400.0
2893,2025-01-02,229000.0,220900.0,232900.0
2894,2025-01-03,229800.0,224200.0,236200.0
2895,2025-01-04,229800.0,222700.0,234700.0
2896,2025-01-05,230300.0,221100.0,233100.0
2897,2025-01-06,231200.0,221600.0,233600.0
2898,2025-01-07,232200.0,222500.0,234500.0
