,ds,yhat_manipulation_smooth,yhat_lower_manipulation_smooth,yhat_upper_manipulation_smooth
1250,2024-09-10,201400.0,191480.0,206480.0
1251,2024-09-11,201485.7142857143,191580.0,206580.0
1252,2024-09-12,201657.14285714287,191900.0,206900.0
1253,2024-09-13,201914.2857142857,191660.0,206660.0
1254,2024-09-14,202128.57142857142,192240.0,207240.0
1255,2024-09-15,201728.57142857142,192080.0,207080.0
1256,2024-09-16,201685.7142857143,191820.0,206820.0
1257,2024-09-17,201585.7142857143,191380.0,206380.0
1258,2024-09-18,201328.57142857142,190760.0,205760.0
1259,2024-09-19,200857.14285714287,190120.0,205120.0
1260,2024-09-20,200542.85714285713,190000.0,205000.0
1261,2024-09-21,200400.0,190440.0,205440.0
1262,2024-09-22,200185.7142857143,190120.0,205120.0
1263,2024-09-23,200200.0,190240.0,205240.0
1264,2024-09-24,200185.7142857143,190440.0,205440.0
1265,2024-09-25,200528.57142857142,190740.0,205740.0
1266,2024-09-26,200514.2857142857,190280.0,205280.0
1267,2024-09-27,200285.7142857143,190140.0,205140.0
1268,2024-09-28,199971.42857142858,190120.0,205120.0
1269,2024-09-29,199885.7142857143,189700.0,204700.0
1270,2024-09-30,199800.0,189220.0,204220.0
1271,2024-10-01,199857.14285714287,189520.0,204520.0
1272,2024-10-02,199585.7142857143,189760.0,204760.0
1273,2024-10-03,199642.85714285713,189820.0,204820.0
1274,2024-10-04,200071.42857142858,190400.0,205400.0
1275,2024-10-05,200685.7142857143,191360.0,206360.0
1276,2024-10-06,201357.14285714287,191800.0,206800.0
1277,2024-10-07,202142.85714285713,192800.0,207800.0
1278,2024-10-08,202371.42857142858,193340.0,208340.0
1279,2024-10-09,202842.85714285713,193640.0,208640.0
1280,2024-10-10,203142.85714285713,193260.0,208260.0
1281,2024-10-11,203242.85714285713,193040.0,208040.0
1282,2024-10-12,203171.42857142858,192800.0,207800.0
1283,2024-10-13,203242.85714285713,193020.0,208020.0
1284,2024-10-14,203142.85714285713,193220.0,208220.0
1285,2024-10-15,203571.42857142858,193940.0,208940.0
1286,2024-10-16,203800.0,194420.0,209420.0
1287,2024-10-17,204171.42857142858,194660.0,209660.0
1288,2024-10-18,204428.57142857142,194700.0,209700.0
1289,2024-10-19,204800.0,195120.0,210120.0
1290,2024-10-20,205157.14285714287,195240.0,210240.0
1291,2024-10-21,205657.14285714287,195820.0,210820.0
1292,2024-10-22,205785.7142857143,196200.0,211200.0
1293,2024-10-23,206457.14285714287,197260.0,212260.0
1294,2024-10-24,207114.2857142857,197900.0,212900.0
1295,2024-10-25,208000.0,198680.0,213680.0
1296,2024-10-26,208728.57142857142,199420.0,214420.0
1297,2024-10-27,209328.57142857142,200200.0,215200.0
1298,2024-10-28,209714.2857142857,200380.0,215380.0
1299,2024-10-29,210300.0,200660.0,215660.0
1300,2024-10-30,210685.7142857143,201020.0,216020.0
1301,2024-10-31,211057.14285714287,201160.0,216160.0
1302,2024-11-01,211400.0,201580.0,216580.0
1303,2024-11-02,211485.7142857143,201900.0,216900.0
1304,2024-11-03,211900.0,202440.0,217440.0
1305,2024-11-04,212042.85714285713,202280.0,217280.0
1306,2024-11-05,212300.0,202400.0,217400.0
1307,2024-11-06,212828.57142857142,203020.0,218020.0
1308,2024-11-07,212828.57142857142,203040.0,218040.0
1309,2024-11-08,213028.57142857142,203160.0,218160.0
1310,2024-11-09,213500.0,203940.0,218940.0
1311,2024-11-10,214042.85714285713,204880.0,219880.0
1312,2024-11-11,215128.57142857142,205500.0,220500.0
1313,2024-11-12,215900.0,206700.0,221700.0
1314,2024-11-13,216000.0,207180.0,222180.0
1315,2024-11-14,216542.85714285713,207300.0,222300.0
1316,2024-11-15,216557.14285714287,206680.0,221680.0
1317,2024-11-16,217057.14285714287,206640.0,221640.0
1318,2024-11-17,217042.85714285713,206480.0,221480.0
1319,2024-11-18,217328.57142857142,207360.0,222360.0
1320,2024-11-19,217157.14285714287,207560.0,222560.0
1321,2024-11-20,217457.14285714287,208440.0,223440.0
1322,2024-11-21,218171.42857142858,208860.0,223860.0
1323,2024-11-22,218985.7142857143,209400.0,224400.0
1324,2024-11-23,219142.85714285713,209180.0,224180.0
1325,2024-11-24,219614.2857142857,209920.0,224920.0
1326,2024-11-25,219342.85714285713,210000.0,225000.0
1327,2024-11-26,219700.0,209700.0,224700.0
1328,2024-11-27,220114.2857142857,210020.0,225020.0
1329,2024-11-28,220071.42857142858,210160.0,225160.0
1330,2024-11-29,220400.0,210500.0,225500.0
1331,2024-11-30,220571.42857142858,210900.0,225900.0
1332,2024-12-01,220800.0,211460.0,226460.0
1333,2024-12-02,221171.42857142858,211480.0,226480.0
1334,2024-12-03,221471.42857142858,211660.0,226660.0
1335,2024-12-04,221514.2857142857,211580.0,226580.0
1336,2024-12-05,221728.57142857142,211780.0,226780.0
1337,2024-12-06,221657.14285714287,211700.0,226700.0
1338,2024-12-07,221457.14285714287,211300.0,226300.0
1339,2024-12-08,221814.2857142857,211940.0,226940.0
1340,2024-12-09,222057.14285714287,212240.0,227240.0
1341,2024-12-10,222042.85714285713,212100.0,227100.0
