,ds,yhat_manipulation_smooth,yhat_lower_manipulation_smooth,yhat_upper_manipulation_smooth
1252,2024-09-12,203814.2857142857,194240.0,209240.0
1253,2024-09-13,203400.0,194020.0,209020.0
1254,2024-09-14,203585.7142857143,194080.0,209080.0
1255,2024-09-15,204057.14285714287,194360.0,209360.0
1256,2024-09-16,204057.14285714287,193420.0,208420.0
1257,2024-09-17,203642.85714285713,192620.0,207620.0
1258,2024-09-18,203114.2857142857,193100.0,208100.0
1259,2024-09-19,202657.14285714287,192940.0,207940.0
1260,2024-09-20,202800.0,192260.0,207260.0
1261,2024-09-21,202871.42857142858,192420.0,207420.0
1262,2024-09-22,202457.14285714287,192700.0,207700.0
1263,2024-09-23,202557.14285714287,192640.0,207640.0
1264,2024-09-24,202928.57142857142,193000.0,208000.0
1265,2024-09-25,203257.14285714287,193740.0,208740.0
1266,2024-09-26,203200.0,193400.0,208400.0
1267,2024-09-27,203228.57142857142,193340.0,208340.0
1268,2024-09-28,202700.0,192620.0,207620.0
1269,2024-09-29,202614.2857142857,192260.0,207260.0
1270,2024-09-30,202914.2857142857,192160.0,207160.0
1271,2024-10-01,203328.57142857142,193180.0,208180.0
1272,2024-10-02,202800.0,193140.0,208140.0
1273,2024-10-03,202928.57142857142,193720.0,208720.0
1274,2024-10-04,203314.2857142857,194320.0,209320.0
1275,2024-10-05,204242.85714285713,194480.0,209480.0
1276,2024-10-06,204528.57142857142,193940.0,208940.0
1277,2024-10-07,204285.7142857143,194240.0,209240.0
1278,2024-10-08,204385.7142857143,195220.0,210220.0
1279,2024-10-09,204542.85714285713,194860.0,209860.0
1280,2024-10-10,205057.14285714287,194860.0,209860.0
1281,2024-10-11,205300.0,195400.0,210400.0
1282,2024-10-12,205357.14285714287,195980.0,210980.0
1283,2024-10-13,205900.0,196060.0,211060.0
1284,2024-10-14,206185.7142857143,196540.0,211540.0
1285,2024-10-15,206385.7142857143,197080.0,212080.0
1286,2024-10-16,206742.85714285713,196880.0,211880.0
1287,2024-10-17,207142.85714285713,197360.0,212360.0
1288,2024-10-18,207528.57142857142,197680.0,212680.0
1289,2024-10-19,207814.2857142857,198260.0,213260.0
1290,2024-10-20,208057.14285714287,198400.0,213400.0
1291,2024-10-21,208685.7142857143,199260.0,214260.0
1292,2024-10-22,209185.7142857143,199940.0,214940.0
1293,2024-10-23,209971.42857142858,200300.0,215300.0
1294,2024-10-24,210142.85714285713,200620.0,215620.0
1295,2024-10-25,210771.42857142858,201480.0,216480.0
1296,2024-10-26,211128.57142857142,201680.0,216680.0
1297,2024-10-27,211671.42857142858,201880.0,216880.0
1298,2024-10-28,212071.42857142858,202200.0,217200.0
1299,2024-10-29,212314.2857142857,202980.0,217980.0
1300,2024-10-30,212300.0,202440.0,217440.0
1301,2024-10-31,212857.14285714287,203040.0,218040.0
1302,2024-11-01,213014.2857142857,203360.0,218360.0
1303,2024-11-02,213485.7142857143,203660.0,218660.0
1304,2024-11-03,213942.85714285713,204160.0,219160.0
1305,2024-11-04,214442.85714285713,205200.0,220200.0
1306,2024-11-05,214714.2857142857,205580.0,220580.0
1307,2024-11-06,215557.14285714287,206000.0,221000.0
1308,2024-11-07,216442.85714285713,207180.0,222180.0
1309,2024-11-08,216514.2857142857,206960.0,221960.0
1310,2024-11-09,217214.2857142857,207540.0,222540.0
1311,2024-11-10,217557.14285714287,208140.0,223140.0
1312,2024-11-11,217628.57142857142,208100.0,223100.0
1313,2024-11-12,218014.2857142857,207780.0,222780.0
1314,2024-11-13,218057.14285714287,208160.0,223160.0
1315,2024-11-14,217785.7142857143,207980.0,222980.0
1316,2024-11-15,218714.2857142857,208580.0,223580.0
1317,2024-11-16,218800.0,209180.0,224180.0
1318,2024-11-17,219514.2857142857,210240.0,225240.0
1319,2024-11-18,219928.57142857142,210720.0,225720.0
1320,2024-11-19,220300.0,211300.0,226300.0
1321,2024-11-20,220928.57142857142,211260.0,226260.0
1322,2024-11-21,221200.0,211340.0,226340.0
1323,2024-11-22,221100.0,210800.0,225800.0
1324,2024-11-23,221557.14285714287,211460.0,226460.0
1325,2024-11-24,221385.7142857143,211760.0,226760.0
1326,2024-11-25,221371.42857142858,211340.0,226340.0
1327,2024-11-26,221614.2857142857,211880.0,226880.0
1328,2024-11-27,222000.0,212520.0,227520.0
1329,2024-11-28,222214.2857142857,212260.0,227260.0
1330,2024-11-29,222128.57142857142,211840.0,226840.0
1331,2024-11-30,222000.0,212340.0,227340.0
1332,2024-12-01,221528.57142857142,211640.0,226640.0
1333,2024-12-02,221600.0,210780.0,225780.0
1334,2024-12-03,221914.2857142857,211460.0,226460.0
1335,2024-12-04,221514.2857142857,211660.0,226660.0
1336,2024-12-05,221800.0,211980.0,226980.0
1337,2024-12-06,222057.14285714287,212580.0,227580.0
1338,2024-12-07,222271.42857142858,213280.0,228280.0
1339,2024-12-08,222657.14285714287,212680.0,227680.0
1340,2024-12-09,223328.57142857142,213320.0,228320.0
1341,2024-12-10,223114.2857142857,213300.0,228300.0
1342,2024-12-11,223228.57142857142,213300.0,228300.0
1343,2024-12-12,223542.85714285713,213760.0,228760.0
