,ds,yhat_manipulation_smooth,yhat_lower_manipulation_smooth,yhat_upper_manipulation_smooth
1259,2024-09-19,208900.0,199800.0,211800.0
1260,2024-09-20,208500.0,198900.0,210900.0
1261,2024-09-21,208400.0,199200.0,211200.0
1262,2024-09-22,208200.0,199300.0,211300.0
1263,2024-09-23,208200.0,198800.0,210800.0
1264,2024-09-24,208200.0,198900.0,210900.0
1265,2024-09-25,207700.0,199000.0,211000.0
1266,2024-09-26,207900.0,199100.0,211100.0
1267,2024-09-27,208500.0,199300.0,211300.0
1268,2024-09-28,208800.0,200000.0,212000.0
1269,2024-09-29,208900.0,200300.0,212300.0
1270,2024-09-30,209000.0,200600.0,212600.0
1271,2024-10-01,209000.0,200400.0,212400.0
1272,2024-10-02,209100.0,199900.0,211900.0
1273,2024-10-03,208900.0,199300.0,211300.0
1274,2024-10-04,208700.0,199100.0,211100.0
1275,2024-10-05,208600.0,199500.0,211500.0
1276,2024-10-06,208800.0,200000.0,212000.0
1277,2024-10-07,208700.0,200100.0,212100.0
1278,2024-10-08,208800.0,200300.0,212300.0
1279,2024-10-09,209000.0,200400.0,212400.0
1280,2024-10-10,209600.0,200600.0,212600.0
1281,2024-10-11,209900.0,200600.0,212600.0
1282,2024-10-12,210200.0,201500.0,213500.0
1283,2024-10-13,210200.0,201900.0,213900.0
1284,2024-10-14,210700.0,202400.0,214400.0
1285,2024-10-15,211200.0,202600.0,214600.0
1286,2024-10-16,211500.0,202700.0,214700.0
1287,2024-10-17,211400.0,202300.0,214300.0
1288,2024-10-18,211800.0,202900.0,214900.0
1289,2024-10-19,212100.0,203400.0,215400.0
1290,2024-10-20,212400.0,203600.0,215600.0
1291,2024-10-21,212800.0,204200.0,216200.0
1292,2024-10-22,212900.0,204800.0,216800.0
1293,2024-10-23,213300.0,204800.0,216800.0
1294,2024-10-24,213800.0,204800.0,216800.0
1295,2024-10-25,214100.0,205200.0,217200.0
1296,2024-10-26,214200.0,205300.0,217300.0
1297,2024-10-27,214500.0,205800.0,217800.0
1298,2024-10-28,214900.0,206300.0,218300.0
1299,2024-10-29,215300.0,206700.0,218700.0
1300,2024-10-30,215600.0,207000.0,219000.0
1301,2024-10-31,215900.0,207200.0,219200.0
1302,2024-11-01,216500.0,208000.0,220000.0
1303,2024-11-02,217200.0,208600.0,220600.0
1304,2024-11-03,217700.0,209200.0,221200.0
1305,2024-11-04,218300.0,210100.0,222100.0
1306,2024-11-05,218600.0,210600.0,222600.0
1307,2024-11-06,219600.0,211300.0,223300.0
1308,2024-11-07,220100.0,211200.0,223200.0
1309,2024-11-08,220200.0,211500.0,223500.0
1310,2024-11-09,220300.0,211500.0,223500.0
1311,2024-11-10,220400.0,211800.0,223800.0
1312,2024-11-11,220800.0,211700.0,223700.0
1313,2024-11-12,221500.0,212500.0,224500.0
1314,2024-11-13,221400.0,213000.0,225000.0
1315,2024-11-14,222000.0,213600.0,225600.0
1316,2024-11-15,222100.0,213900.0,225900.0
1317,2024-11-16,222600.0,213900.0,225900.0
1318,2024-11-17,222900.0,213700.0,225700.0
1319,2024-11-18,222900.0,213700.0,225700.0
1320,2024-11-19,223000.0,214000.0,226000.0
1321,2024-11-20,223500.0,214900.0,226900.0
1322,2024-11-21,223500.0,215000.0,227000.0
1323,2024-11-22,224100.0,215600.0,227600.0
1324,2024-11-23,224100.0,215600.0,227600.0
1325,2024-11-24,224500.0,215700.0,227700.0
1326,2024-11-25,224800.0,215500.0,227500.0
1327,2024-11-26,224900.0,215900.0,227900.0
1328,2024-11-27,224800.0,216000.0,228000.0
1329,2024-11-28,225000.0,216200.0,228200.0
1330,2024-11-29,225200.0,216500.0,228500.0
1331,2024-11-30,225400.0,216500.0,228500.0
1332,2024-12-01,225700.0,216900.0,228900.0
1333,2024-12-02,226000.0,217100.0,229100.0
1334,2024-12-03,226100.0,217400.0,229400.0
1335,2024-12-04,226000.0,217100.0,229100.0
1336,2024-12-05,226200.0,217400.0,229400.0
1337,2024-12-06,226300.0,217300.0,229300.0
1338,2024-12-07,226800.0,217700.0,229700.0
1339,2024-12-08,226500.0,217500.0,229500.0
1340,2024-12-09,226100.0,217300.0,229300.0
1341,2024-12-10,226100.0,217300.0,229300.0
1342,2024-12-11,226700.0,217700.0,229700.0
1343,2024-12-12,226500.0,216900.0,228900.0
1344,2024-12-13,226900.0,217900.0,229900.0
1345,2024-12-14,226900.0,218800.0,230800.0
1346,2024-12-15,227600.0,219600.0,231600.0
1347,2024-12-16,228800.0,220200.0,232200.0
1348,2024-12-17,229100.0,221000.0,233000.0
1349,2024-12-18,229300.0,221000.0,233000.0
1350,2024-12-19,230300.0,221600.0,233600.0
