,ds,yhat_manipulation_smooth,yhat_lower_manipulation_smooth,yhat_upper_manipulation_smooth
1270,2024-09-30,205700.0,196500.0,208500.0
1271,2024-10-01,206100.0,197000.0,209000.0
1272,2024-10-02,205800.0,197000.0,209000.0
1273,2024-10-03,206100.0,197300.0,209300.0
1274,2024-10-04,206100.0,197300.0,209300.0
1275,2024-10-05,206100.0,197500.0,209500.0
1276,2024-10-06,206600.0,197500.0,209500.0
1277,2024-10-07,206900.0,198000.0,210000.0
1278,2024-10-08,207000.0,198200.0,210200.0
1279,2024-10-09,207800.0,199300.0,211300.0
1280,2024-10-10,207700.0,199500.0,211500.0
1281,2024-10-11,208100.0,199400.0,211400.0
1282,2024-10-12,208400.0,199700.0,211700.0
1283,2024-10-13,208400.0,199500.0,211500.0
1284,2024-10-14,208700.0,199200.0,211200.0
1285,2024-10-15,208600.0,199600.0,211600.0
1286,2024-10-16,208500.0,200000.0,212000.0
1287,2024-10-17,209000.0,200300.0,212300.0
1288,2024-10-18,209800.0,201200.0,213200.0
1289,2024-10-19,210000.0,201600.0,213600.0
1290,2024-10-20,210700.0,202400.0,214400.0
1291,2024-10-21,211100.0,202800.0,214800.0
1292,2024-10-22,211600.0,203200.0,215200.0
1293,2024-10-23,211700.0,202700.0,214700.0
1294,2024-10-24,212300.0,203400.0,215400.0
1295,2024-10-25,212200.0,203300.0,215300.0
1296,2024-10-26,212900.0,204100.0,216100.0
1297,2024-10-27,213000.0,204300.0,216300.0
1298,2024-10-28,213200.0,204800.0,216800.0
1299,2024-10-29,213500.0,204900.0,216900.0
1300,2024-10-30,213900.0,205200.0,217200.0
1301,2024-10-31,213800.0,204700.0,216700.0
1302,2024-11-01,214300.0,205200.0,217200.0
1303,2024-11-02,214200.0,205500.0,217500.0
1304,2024-11-03,214600.0,205800.0,217800.0
1305,2024-11-04,215100.0,206500.0,218500.0
1306,2024-11-05,215500.0,207300.0,219300.0
1307,2024-11-06,215800.0,207200.0,219200.0
1308,2024-11-07,216200.0,207500.0,219500.0
1309,2024-11-08,216500.0,208000.0,220000.0
1310,2024-11-09,216800.0,208000.0,220000.0
1311,2024-11-10,216900.0,207700.0,219700.0
1312,2024-11-11,217000.0,208100.0,220100.0
1313,2024-11-12,216900.0,208400.0,220400.0
1314,2024-11-13,217600.0,208700.0,220700.0
1315,2024-11-14,217900.0,209000.0,221000.0
1316,2024-11-15,218000.0,209400.0,221400.0
1317,2024-11-16,218300.0,209900.0,221900.0
1318,2024-11-17,218600.0,210000.0,222000.0
1319,2024-11-18,218900.0,210000.0,222000.0
1320,2024-11-19,219200.0,210200.0,222200.0
1321,2024-11-20,219400.0,210600.0,222600.0
1322,2024-11-21,219600.0,210800.0,222800.0
1323,2024-11-22,219900.0,211200.0,223200.0
1324,2024-11-23,220000.0,211300.0,223300.0
1325,2024-11-24,220300.0,211600.0,223600.0
1326,2024-11-25,220300.0,211300.0,223300.0
1327,2024-11-26,220500.0,211500.0,223500.0
1328,2024-11-27,220500.0,211500.0,223500.0
1329,2024-11-28,220600.0,211700.0,223700.0
1330,2024-11-29,220800.0,211900.0,223900.0
1331,2024-11-30,221200.0,212500.0,224500.0
1332,2024-12-01,221700.0,213200.0,225200.0
1333,2024-12-02,222100.0,213500.0,225500.0
1334,2024-12-03,222000.0,213400.0,225400.0
1335,2024-12-04,222200.0,213600.0,225600.0
1336,2024-12-05,222400.0,213500.0,225500.0
1337,2024-12-06,222400.0,212800.0,224800.0
1338,2024-12-07,222400.0,213000.0,225000.0
1339,2024-12-08,222100.0,213400.0,225400.0
1340,2024-12-09,222100.0,213200.0,225200.0
1341,2024-12-10,222400.0,213300.0,225300.0
1342,2024-12-11,222500.0,213700.0,225700.0
1343,2024-12-12,222800.0,214100.0,226100.0
1344,2024-12-13,223000.0,214100.0,226100.0
1345,2024-12-14,223000.0,214300.0,226300.0
1346,2024-12-15,223300.0,214600.0,226600.0
1347,2024-12-16,223300.0,214400.0,226400.0
1348,2024-12-17,223600.0,214500.0,226500.0
1349,2024-12-18,224200.0,215300.0,227300.0
1350,2024-12-19,224200.0,215800.0,227800.0
1351,2024-12-20,224900.0,216400.0,228400.0
1352,2024-12-21,225400.0,217200.0,229200.0
1353,2024-12-22,225500.0,217200.0,229200.0
1354,2024-12-23,225800.0,216700.0,228700.0
1355,2024-12-24,225800.0,216700.0,228700.0
1356,2024-12-25,225800.0,216500.0,228500.0
1357,2024-12-26,226000.0,216600.0,228600.0
1358,2024-12-27,226000.0,217100.0,229100.0
1359,2024-12-28,226400.0,218100.0,230100.0
1360,2024-12-29,226600.0,218300.0,230300.0
1361,2024-12-30,226900.0,218300.0,230300.0
